pathwayName,sourceId,type,metabolite
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Phosphate
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Lactate
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Cystine
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Malate
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Betaine
Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393,reactome,Taurine
Downregulation of SMAD2/3:SMAD4 transcriptional activity,R-HSA-2173795,reactome,Nicotinamide
Downregulation of SMAD2/3:SMAD4 transcriptional activity,R-HSA-2173795,reactome,Phosphate
Signaling by Rho GTPases,R-HSA-194315,reactome,Phosphate
Signaling by Rho GTPases,R-HSA-194315,reactome,Succinate
Signaling by Hedgehog,R-HSA-5358351,reactome,cholesterol
Signaling by Hedgehog,R-HSA-5358351,reactome,Phosphate
Metabolism,R-HSA-1430728,reactome,Spermidine
Metabolism,R-HSA-1430728,reactome,3-Methyl-2-oxobutyrate
Metabolism,R-HSA-1430728,reactome,Betaine
Metabolism,R-HSA-1430728,reactome,Phenylacetylglutamine
Metabolism,R-HSA-1430728,reactome,4-Methyl-2-oxopentanoate
Metabolism,R-HSA-1430728,reactome,3-methyl-2-oxovalerate
Metabolism,R-HSA-1430728,reactome,Histamine
Metabolism,R-HSA-1430728,reactome,Phosphate
Metabolism,R-HSA-1430728,reactome,adenine
Metabolism,R-HSA-1430728,reactome,beta-Alanine
Metabolism,R-HSA-1430728,reactome,Hippurate
Metabolism,R-HSA-1430728,reactome,Succinate
Metabolism,R-HSA-1430728,reactome,Sphinganine
Metabolism,R-HSA-1430728,reactome,Mannose
Metabolism,R-HSA-1430728,reactome,Putrescine
Metabolism,R-HSA-1430728,reactome,Pyruvate
Metabolism,R-HSA-1430728,reactome,Choline
Metabolism,R-HSA-1430728,reactome,Taurine
Metabolism,R-HSA-1430728,reactome,Malate
Metabolism,R-HSA-1430728,reactome,Glycochenodeoxycholate
Metabolism,R-HSA-1430728,reactome,Guanine
Metabolism,R-HSA-1430728,reactome,Nicotinamide
Metabolism,R-HSA-1430728,reactome,Acetylcarnitine
Metabolism,R-HSA-1430728,reactome,cholesterol
Metabolism,R-HSA-1430728,reactome,Ribose
Metabolism,R-HSA-1430728,reactome,Phytosphingosine
Metabolism,R-HSA-1430728,reactome,Cytidine
Metabolism,R-HSA-1430728,reactome,Glucuronate
Metabolism,R-HSA-1430728,reactome,Propionylcarnitine
Metabolism,R-HSA-1430728,reactome,Ethanolamine
Metabolism,R-HSA-1430728,reactome,Uridine
Metabolism,R-HSA-1430728,reactome,Glycerol
Metabolism,R-HSA-1430728,reactome,Myo-Inositol
Metabolism,R-HSA-1430728,reactome,Galactose
Metabolism,R-HSA-1430728,reactome,Citrulline
Metabolism,R-HSA-1430728,reactome,Squalene
Metabolism,R-HSA-1430728,reactome,Sedoheptulose-7-phosphate
Metabolism,R-HSA-1430728,reactome,Creatine
Metabolism,R-HSA-1430728,reactome,Fructose-6-phosphate
Metabolism,R-HSA-1430728,reactome,5-Oxoproline
Metabolism,R-HSA-1430728,reactome,Hypoxanthine
Metabolism,R-HSA-1430728,reactome,4-Hydroxyphenylpyruvate
Metabolism,R-HSA-1430728,reactome,Sphingosine
Metabolism,R-HSA-1430728,reactome,Pipecolate
Metabolism,R-HSA-1430728,reactome,Inosine
Metabolism,R-HSA-1430728,reactome,Xanthine
Metabolism,R-HSA-1430728,reactome,Carnitine
Metabolism,R-HSA-1430728,reactome,alpha-Tocopherol
Metabolism,R-HSA-1430728,reactome,Pantothenate
Metabolism,R-HSA-1430728,reactome,Phosphoethanolamine
Metabolism,R-HSA-1430728,reactome,Urea
Metabolism,R-HSA-1430728,reactome,Uracil
Metabolism,R-HSA-1430728,reactome,1-Methylnicotinamide
Metabolism,R-HSA-1430728,reactome,Pseudouridine
Metabolism,R-HSA-1430728,reactome,Guanosine
Metabolism,R-HSA-1430728,reactome,2'-Deoxyguanosine
Metabolism,R-HSA-1430728,reactome,"5,6-Dihydrouracil"
Metabolism,R-HSA-1430728,reactome,Cystathionine
Metabolism,R-HSA-1430728,reactome,Fumarate
Metabolism,R-HSA-1430728,reactome,Spermine
Metabolism,R-HSA-1430728,reactome,Adenosine
Metabolism,R-HSA-1430728,reactome,Glycerate
Metabolism,R-HSA-1430728,reactome,Citrate
Metabolism,R-HSA-1430728,reactome,Kynurenine
Metabolism,R-HSA-1430728,reactome,Lactate
Metabolism,R-HSA-1430728,reactome,Urate
Metabolism,R-HSA-1430728,reactome,Creatinine
Synthesis of bile acids and bile salts,R-HSA-192105,reactome,Taurine
Synthesis of bile acids and bile salts,R-HSA-192105,reactome,Phosphate
Synthesis of bile acids and bile salts,R-HSA-192105,reactome,Glycochenodeoxycholate
Synthesis of bile acids and bile salts,R-HSA-192105,reactome,cholesterol
VLDL clearance,R-HSA-8964046,reactome,cholesterol
Depyrimidination,R-HSA-73928,reactome,Uracil
Depyrimidination,R-HSA-73928,reactome,"5,6-Dihydrouracil"
Scavenging by Class B Receptors,R-HSA-3000471,reactome,cholesterol
Golgi Associated Vesicle Biogenesis,R-HSA-432722,reactome,Phosphate
Pyrimidine salvage,R-HSA-73614,reactome,Uracil
Pyrimidine salvage,R-HSA-73614,reactome,Uridine
Pyrimidine salvage,R-HSA-73614,reactome,Pseudouridine
Pyrimidine salvage,R-HSA-73614,reactome,Cytidine
Pyrimidine salvage,R-HSA-73614,reactome,Phosphate
Axon guidance,R-HSA-422475,reactome,Phosphate
Collagen degradation,R-HSA-1442490,reactome,Phosphate
Nuclear Events (kinase and transcription factor activation),R-HSA-198725,reactome,Phosphate
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Taurine
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Betaine
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Cystathionine
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Adenosine
Sulfur amino acid metabolism,R-HSA-1614635,reactome,adenine
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Phosphate
Sulfur amino acid metabolism,R-HSA-1614635,reactome,Malate
Surfactant metabolism,R-HSA-5683826,reactome,Inosine
Surfactant metabolism,R-HSA-5683826,reactome,Phosphate
Surfactant metabolism,R-HSA-5683826,reactome,Adenosine
Organic cation transport,R-HSA-549127,reactome,Creatinine
Organic cation transport,R-HSA-549127,reactome,Choline
Organic cation transport,R-HSA-549127,reactome,1-Methylnicotinamide
Organic cation transport,R-HSA-549127,reactome,Spermine
Organic cation transport,R-HSA-549127,reactome,Histamine
Organic cation transport,R-HSA-549127,reactome,Spermidine
Organic cation transport,R-HSA-549127,reactome,Carnitine
Signaling by Insulin receptor,R-HSA-74752,reactome,Phosphate
mRNA decay by 3' to 5' exoribonuclease,R-HSA-429958,reactome,Phosphate
Signalling to RAS,R-HSA-167044,reactome,Phosphate
Metabolism of proteins,R-HSA-392499,reactome,Phosphate
Metabolism of proteins,R-HSA-392499,reactome,Pyruvate
Metabolism of proteins,R-HSA-392499,reactome,Mannose
Metabolism of proteins,R-HSA-392499,reactome,Mannose-6-phosphate
Metabolism of proteins,R-HSA-392499,reactome,Adenosine
Metabolism of proteins,R-HSA-392499,reactome,Spermidine
Metabolism of proteins,R-HSA-392499,reactome,Inosine
Metabolism of proteins,R-HSA-392499,reactome,Fructose-6-phosphate
"Plasma lipoprotein assembly, remodeling, and clearance",R-HSA-174824,reactome,cholesterol
"Plasma lipoprotein assembly, remodeling, and clearance",R-HSA-174824,reactome,Phosphate
Regulation of IFNA signaling,R-HSA-912694,reactome,Phosphate
Scavenging by Class A Receptors,R-HSA-3000480,reactome,Mannose
Scavenging by Class A Receptors,R-HSA-3000480,reactome,cholesterol
Amino acid synthesis and interconversion (transamination),R-HSA-70614,reactome,Taurine
Amino acid synthesis and interconversion (transamination),R-HSA-70614,reactome,Phosphate
Amino acid synthesis and interconversion (transamination),R-HSA-70614,reactome,beta-Alanine
Amino acid synthesis and interconversion (transamination),R-HSA-70614,reactome,Pyruvate
Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),R-HSA-5619040,reactome,Phosphate
MAPK1/MAPK3 signaling,R-HSA-5684996,reactome,Phosphate
Transmission across Chemical Synapses,R-HSA-112315,reactome,Succinate
Transmission across Chemical Synapses,R-HSA-112315,reactome,Betaine
Transmission across Chemical Synapses,R-HSA-112315,reactome,Phosphate
Transmission across Chemical Synapses,R-HSA-112315,reactome,beta-Alanine
Transmission across Chemical Synapses,R-HSA-112315,reactome,Ethanolamine
Transmission across Chemical Synapses,R-HSA-112315,reactome,Choline
Influenza Life Cycle,R-HSA-168255,reactome,Phosphate
Antigen processing-Cross presentation,R-HSA-1236975,reactome,Phosphate
Vitamin B5 (pantothenate) metabolism,R-HSA-199220,reactome,Pantothenate
Nuclear Envelope Breakdown,R-HSA-2980766,reactome,Phosphate
M Phase,R-HSA-68886,reactome,Phosphate
M Phase,R-HSA-68886,reactome,Succinate
Signaling by Interleukins,R-HSA-449147,reactome,Nicotinamide
Signaling by Interleukins,R-HSA-449147,reactome,Phosphate
"TET1,2,3 and TDG demethylate DNA",R-HSA-5221030,reactome,Succinate
Immune System,R-HSA-168256,reactome,Citrulline
Immune System,R-HSA-168256,reactome,cholesterol
Immune System,R-HSA-168256,reactome,Squalene
Immune System,R-HSA-168256,reactome,Phosphate
Immune System,R-HSA-168256,reactome,Choline
Immune System,R-HSA-168256,reactome,Nicotinamide
VEGFA-VEGFR2 Pathway,R-HSA-4420097,reactome,Citrulline
VEGFA-VEGFR2 Pathway,R-HSA-4420097,reactome,Sphingosine
VEGFA-VEGFR2 Pathway,R-HSA-4420097,reactome,Phosphate
Degradation of AXIN,R-HSA-4641257,reactome,Nicotinamide
Golgi-to-ER retrograde transport,R-HSA-8856688,reactome,Phosphate
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),R-HSA-5619114,reactome,Choline
Transport of Mature Transcript to Cytoplasm,R-HSA-72202,reactome,Phosphate
MAPK family signaling cascades,R-HSA-5683057,reactome,Phosphate
Signaling by FGFR3,R-HSA-5654741,reactome,Phosphate
Protein folding,R-HSA-391251,reactome,Phosphate
"Platelet activation, signaling and aggregation",R-HSA-76002,reactome,Glycerol
"Platelet activation, signaling and aggregation",R-HSA-76002,reactome,Phosphate
Toll Like Receptor 10 (TLR10) Cascade,R-HSA-168142,reactome,Phosphate
Role of phospholipids in phagocytosis,R-HSA-2029485,reactome,Phosphate
Role of phospholipids in phagocytosis,R-HSA-2029485,reactome,Choline
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282,reactome,Phosphate
Plasma lipoprotein assembly,R-HSA-8963898,reactome,cholesterol
Plasma lipoprotein assembly,R-HSA-8963898,reactome,Phosphate
Costimulation by the CD28 family,R-HSA-388841,reactome,Phosphate
Retinoid metabolism and transport,R-HSA-975634,reactome,cholesterol
G alpha (s) signalling events,R-HSA-418555,reactome,Phosphate
G alpha (s) signalling events,R-HSA-418555,reactome,Adenosine
G alpha (s) signalling events,R-HSA-418555,reactome,Histamine
"Cell Cycle, Mitotic",R-HSA-69278,reactome,Phosphate
"Cell Cycle, Mitotic",R-HSA-69278,reactome,Succinate
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-2162123,reactome,1-Methylnicotinamide
Regulation of PLK1 Activity at G2/M Transition,R-HSA-2565942,reactome,Phosphate
Export of Viral Ribonucleoproteins from Nucleus,R-HSA-168274,reactome,Phosphate
Pentose phosphate pathway (hexose monophosphate shunt),R-HSA-71336,reactome,Fructose-6-phosphate
Pentose phosphate pathway (hexose monophosphate shunt),R-HSA-71336,reactome,Phosphate
Pentose phosphate pathway (hexose monophosphate shunt),R-HSA-71336,reactome,Sedoheptulose-7-phosphate
Pentose phosphate pathway (hexose monophosphate shunt),R-HSA-71336,reactome,Ribose
Signal attenuation,R-HSA-74749,reactome,Phosphate
Intra-Golgi and retrograde Golgi-to-ER traffic,R-HSA-6811442,reactome,Phosphate
Signal Transduction,R-HSA-162582,reactome,Carnitine
Signal Transduction,R-HSA-162582,reactome,Nicotinamide
Signal Transduction,R-HSA-162582,reactome,Adenosine
Signal Transduction,R-HSA-162582,reactome,Tryptophan
Signal Transduction,R-HSA-162582,reactome,Histamine
Signal Transduction,R-HSA-162582,reactome,Glycerol
Signal Transduction,R-HSA-162582,reactome,Sphingosine
Signal Transduction,R-HSA-162582,reactome,Phosphate
Signal Transduction,R-HSA-162582,reactome,cholesterol
Signal Transduction,R-HSA-162582,reactome,Succinate
Signal Transduction,R-HSA-162582,reactome,Citrulline
Signal Transduction,R-HSA-162582,reactome,Lactate
Signal Transduction,R-HSA-162582,reactome,Pyruvate
Passive transport by Aquaporins,R-HSA-432047,reactome,Glycerol
Passive transport by Aquaporins,R-HSA-432047,reactome,Urea
Ca2+ pathway,R-HSA-4086398,reactome,Phosphate
Frs2-mediated activation,R-HSA-170968,reactome,Phosphate
TRIF-mediated TLR3/TLR4 signaling ,R-HSA-937061,reactome,Phosphate
Ion transport by P-type ATPases,R-HSA-936837,reactome,Phosphate
Hyaluronan uptake and degradation,R-HSA-2160916,reactome,Glucuronate
Insulin receptor signalling cascade,R-HSA-74751,reactome,Phosphate
Metabolism of steroids,R-HSA-8957322,reactome,cholesterol
Metabolism of steroids,R-HSA-8957322,reactome,Taurine
Metabolism of steroids,R-HSA-8957322,reactome,Phosphate
Metabolism of steroids,R-HSA-8957322,reactome,Glycochenodeoxycholate
Metabolism of steroids,R-HSA-8957322,reactome,Squalene
Cytokine Signaling in Immune system,R-HSA-1280215,reactome,Nicotinamide
Cytokine Signaling in Immune system,R-HSA-1280215,reactome,Phosphate
Reversal of alkylation damage by DNA dioxygenases,R-HSA-73943,reactome,Adenosine
Reversal of alkylation damage by DNA dioxygenases,R-HSA-73943,reactome,Succinate
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3),R-HSA-5683678,reactome,cholesterol
PAOs oxidise polyamines to amines,R-HSA-141334,reactome,Spermidine
PAOs oxidise polyamines to amines,R-HSA-141334,reactome,Putrescine
PAOs oxidise polyamines to amines,R-HSA-141334,reactome,Spermine
Nucleobase catabolism,R-HSA-8956319,reactome,Xanthine
Nucleobase catabolism,R-HSA-8956319,reactome,Guanine
Nucleobase catabolism,R-HSA-8956319,reactome,Cytidine
Nucleobase catabolism,R-HSA-8956319,reactome,Hypoxanthine
Nucleobase catabolism,R-HSA-8956319,reactome,Uridine
Nucleobase catabolism,R-HSA-8956319,reactome,beta-Alanine
Nucleobase catabolism,R-HSA-8956319,reactome,Phosphate
Nucleobase catabolism,R-HSA-8956319,reactome,Adenosine
Nucleobase catabolism,R-HSA-8956319,reactome,Uracil
Nucleobase catabolism,R-HSA-8956319,reactome,Guanosine
Nucleobase catabolism,R-HSA-8956319,reactome,Urate
Nucleobase catabolism,R-HSA-8956319,reactome,2'-Deoxyguanosine
Nucleobase catabolism,R-HSA-8956319,reactome,Inosine
Nucleobase catabolism,R-HSA-8956319,reactome,"5,6-Dihydrouracil"
Nucleobase catabolism,R-HSA-8956319,reactome,Pyruvate
Response to elevated platelet cytosolic Ca2+,R-HSA-76005,reactome,Phosphate
Hydrolysis of LPC,R-HSA-1483115,reactome,Choline
Interferon Signaling,R-HSA-913531,reactome,Phosphate
Late Phase of HIV Life Cycle,R-HSA-162599,reactome,Phosphate
Glycosaminoglycan metabolism,R-HSA-1630316,reactome,Glucuronate
Glycosaminoglycan metabolism,R-HSA-1630316,reactome,Galactose
Iron uptake and transport,R-HSA-917937,reactome,Phosphate
Iron uptake and transport,R-HSA-917937,reactome,Citrate
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193,reactome,Mannose-6-phosphate
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193,reactome,Pyruvate
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193,reactome,Phosphate
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193,reactome,Fructose-6-phosphate
PTEN Regulation,R-HSA-6807070,reactome,Nicotinamide
NEP/NS2 Interacts with the Cellular Export Machinery,R-HSA-168333,reactome,Phosphate
Macroautophagy,R-HSA-1632852,reactome,Phosphate
Mitochondrial translation initiation,R-HSA-5368286,reactome,Phosphate
RAF activation,R-HSA-5673000,reactome,Phosphate
Condensation of Prometaphase Chromosomes,R-HSA-2514853,reactome,Phosphate
Stimuli-sensing channels,R-HSA-2672351,reactome,Urate
Stimuli-sensing channels,R-HSA-2672351,reactome,Phosphate
Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),R-HSA-5619053,reactome,Carnitine
RNA Polymerase II Transcription,R-HSA-73857,reactome,Nicotinamide
RNA Polymerase II Transcription,R-HSA-73857,reactome,Phosphate
RNA Polymerase II Transcription,R-HSA-73857,reactome,Fructose-6-phosphate
Alpha-oxidation of phytanate,R-HSA-389599,reactome,Succinate
Metabolism of RNA,R-HSA-8953854,reactome,Guanine
Metabolism of RNA,R-HSA-8953854,reactome,Pyruvate
Metabolism of RNA,R-HSA-8953854,reactome,Succinate
Metabolism of RNA,R-HSA-8953854,reactome,alpha-Ketoglutarate
Metabolism of RNA,R-HSA-8953854,reactome,Phosphate
Import of palmitoyl-CoA into the mitochondrial matrix,R-HSA-200425,reactome,Phosphate
Import of palmitoyl-CoA into the mitochondrial matrix,R-HSA-200425,reactome,Citrate
Import of palmitoyl-CoA into the mitochondrial matrix,R-HSA-200425,reactome,Carnitine
Signaling by the B Cell Receptor (BCR),R-HSA-983705,reactome,Nicotinamide
Signaling by the B Cell Receptor (BCR),R-HSA-983705,reactome,Phosphate
Synthesis of PA,R-HSA-1483166,reactome,Phosphate
Synthesis of PA,R-HSA-1483166,reactome,Choline
Uptake and actions of bacterial toxins,R-HSA-5339562,reactome,Nicotinamide
Opioid Signalling,R-HSA-111885,reactome,Phosphate
Cellular responses to external stimuli,R-HSA-8953897,reactome,Phosphate
Cellular responses to external stimuli,R-HSA-8953897,reactome,Nicotinamide
Cellular responses to external stimuli,R-HSA-8953897,reactome,Succinate
"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",R-HSA-6791462,reactome,Fructose-6-phosphate
Recycling pathway of L1,R-HSA-437239,reactome,Phosphate
GTP hydrolysis and joining of the 60S ribosomal subunit,R-HSA-72706,reactome,Phosphate
Purine salvage,R-HSA-74217,reactome,2'-Deoxyguanosine
Purine salvage,R-HSA-74217,reactome,Guanine
Purine salvage,R-HSA-74217,reactome,Inosine
Purine salvage,R-HSA-74217,reactome,Guanosine
Purine salvage,R-HSA-74217,reactome,adenine
Purine salvage,R-HSA-74217,reactome,Adenosine
Purine salvage,R-HSA-74217,reactome,Hypoxanthine
Purine salvage,R-HSA-74217,reactome,Phosphate
Collagen biosynthesis and modifying enzymes,R-HSA-1650814,reactome,Succinate
Conjugation of phenylacetate with glutamine,R-HSA-177162,reactome,Phenylacetylglutamine
Interactions of Rev with host cellular proteins,R-HSA-177243,reactome,Phosphate
DNA Replication Pre-Initiation,R-HSA-69002,reactome,Phosphate
Cellular responses to stress,R-HSA-2262752,reactome,Succinate
Cellular responses to stress,R-HSA-2262752,reactome,Phosphate
Cellular responses to stress,R-HSA-2262752,reactome,Nicotinamide
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,Kynurenine
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,Pyruvate
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,Phosphate
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,4-Hydroxyphenylpyruvate
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,Pipecolate
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,Histamine
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",R-HSA-6788656,reactome,beta-Alanine
Synthesis of GDP-mannose,R-HSA-446205,reactome,Mannose-6-phosphate
Synthesis of GDP-mannose,R-HSA-446205,reactome,Fructose-6-phosphate
RHO GTPase Effectors,R-HSA-195258,reactome,Succinate
RHO GTPase Effectors,R-HSA-195258,reactome,Phosphate
GPCR ligand binding,R-HSA-500792,reactome,Succinate
GPCR ligand binding,R-HSA-500792,reactome,Histamine
GPCR ligand binding,R-HSA-500792,reactome,Adenosine
GPCR ligand binding,R-HSA-500792,reactome,Lactate
GPCR ligand binding,R-HSA-500792,reactome,Phosphate
GPCR ligand binding,R-HSA-500792,reactome,Tryptophan
Mitotic Prophase,R-HSA-68875,reactome,Succinate
Mitotic Prophase,R-HSA-68875,reactome,Phosphate
Platelet homeostasis,R-HSA-418346,reactome,Citrulline
Platelet homeostasis,R-HSA-418346,reactome,cholesterol
Beta-catenin independent WNT signaling,R-HSA-3858494,reactome,Phosphate
Signaling by Retinoic Acid,R-HSA-5362517,reactome,Carnitine
Signaling by Retinoic Acid,R-HSA-5362517,reactome,Pyruvate
Digestion and absorption,R-HSA-8963743,reactome,Glycerol
Digestion and absorption,R-HSA-8963743,reactome,cholesterol
Digestion and absorption,R-HSA-8963743,reactome,Maltotriose
Digestion and absorption,R-HSA-8963743,reactome,Maltose
Digestion and absorption,R-HSA-8963743,reactome,Glycochenodeoxycholate
Digestion and absorption,R-HSA-8963743,reactome,Phosphate
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,R-HSA-1234176,reactome,Succinate
HDL remodeling,R-HSA-8964058,reactome,cholesterol
HDL remodeling,R-HSA-8964058,reactome,Phosphate
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",R-HSA-8849471,reactome,Phosphate
Metabolism of fat-soluble vitamins,R-HSA-6806667,reactome,cholesterol
Metabolism of fat-soluble vitamins,R-HSA-6806667,reactome,alpha-Tocopherol
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA),R-HSA-5693567,reactome,Phosphate
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA),R-HSA-5693567,reactome,Nicotinamide
"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",R-HSA-6791055,reactome,Sedoheptulose-7-phosphate
Synthesis of PIPs at the plasma membrane,R-HSA-1660499,reactome,Phosphate
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,R-HSA-2173793,reactome,Nicotinamide
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,R-HSA-2173793,reactome,Phosphate
Plasma lipoprotein remodeling,R-HSA-8963899,reactome,Phosphate
Plasma lipoprotein remodeling,R-HSA-8963899,reactome,cholesterol
Hyaluronan metabolism,R-HSA-2142845,reactome,Glucuronate
IRS-related events triggered by IGF1R,R-HSA-2428928,reactome,Phosphate
Arachidonic acid metabolism,R-HSA-2142753,reactome,1-Methylnicotinamide
Arachidonic acid metabolism,R-HSA-2142753,reactome,Ethanolamine
trans-Golgi Network Vesicle Budding,R-HSA-199992,reactome,Phosphate
Cytochrome P450 - arranged by substrate type,R-HSA-211897,reactome,cholesterol
Neurotransmitter receptors and postsynaptic signal transmission,R-HSA-112314,reactome,Phosphate
Pregnenolone biosynthesis,R-HSA-196108,reactome,cholesterol
Insulin receptor recycling,R-HSA-77387,reactome,Phosphate
M/G1 Transition,R-HSA-68874,reactome,Phosphate
Signaling by ERBB2,R-HSA-1227986,reactome,Phosphate
Pyrimidine biosynthesis,R-HSA-500753,reactome,Phosphate
S Phase,R-HSA-69242,reactome,Phosphate
Interconversion of nucleotide di- and triphosphates,R-HSA-499943,reactome,Phosphate
Interleukin-17 signaling,R-HSA-448424,reactome,Phosphate
Global Genome Nucleotide Excision Repair (GG-NER),R-HSA-5696399,reactome,Phosphate
Global Genome Nucleotide Excision Repair (GG-NER),R-HSA-5696399,reactome,Nicotinamide
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,R-HSA-532668,reactome,Mannose
Toll Like Receptor 9 (TLR9) Cascade,R-HSA-168138,reactome,Phosphate
Disease,R-HSA-1643685,reactome,Uridine
Disease,R-HSA-1643685,reactome,Glycochenodeoxycholate
Disease,R-HSA-1643685,reactome,adenine
Disease,R-HSA-1643685,reactome,Inosine
Disease,R-HSA-1643685,reactome,Phosphate
Disease,R-HSA-1643685,reactome,Mannose-6-phosphate
Disease,R-HSA-1643685,reactome,Glucuronate
Disease,R-HSA-1643685,reactome,Maltotriose
Disease,R-HSA-1643685,reactome,Urate
Disease,R-HSA-1643685,reactome,Maltose
Disease,R-HSA-1643685,reactome,Cystine
Disease,R-HSA-1643685,reactome,Nicotinamide
Disease,R-HSA-1643685,reactome,Pyruvate
Disease,R-HSA-1643685,reactome,Choline
Disease,R-HSA-1643685,reactome,cholesterol
Disease,R-HSA-1643685,reactome,Lactate
Disease,R-HSA-1643685,reactome,Sedoheptulose-7-phosphate
Disease,R-HSA-1643685,reactome,Carnitine
Disease,R-HSA-1643685,reactome,Fructose-6-phosphate
Disease,R-HSA-1643685,reactome,Cytidine
Disease,R-HSA-1643685,reactome,5-Oxoproline
Disease,R-HSA-1643685,reactome,Guanosine
Disease,R-HSA-1643685,reactome,Adenosine
Diseases associated with glycosylation precursor biosynthesis,R-HSA-5609975,reactome,Mannose-6-phosphate
Diseases associated with glycosylation precursor biosynthesis,R-HSA-5609975,reactome,Fructose-6-phosphate
Peroxisomal lipid metabolism,R-HSA-390918,reactome,Carnitine
Peroxisomal lipid metabolism,R-HSA-390918,reactome,Acetylcarnitine
Peroxisomal lipid metabolism,R-HSA-390918,reactome,Propionylcarnitine
Peroxisomal lipid metabolism,R-HSA-390918,reactome,Succinate
"Inactivation, recovery and regulation of the phototransduction cascade",R-HSA-2514859,reactome,Phosphate
Retrograde neurotrophin signalling,R-HSA-177504,reactome,Phosphate
Defective GFPT1 causes CMSTA1,R-HSA-4085023,reactome,Fructose-6-phosphate
Translation,R-HSA-72766,reactome,Phosphate
Interferon gamma signaling,R-HSA-877300,reactome,Phosphate
Conjugation of benzoate with glycine,R-HSA-177135,reactome,Hippurate
Synthesis of PIPs at the early endosome membrane,R-HSA-1660516,reactome,Phosphate
"Synthesis of IP2, IP, and Ins in the cytosol",R-HSA-1855183,reactome,Myo-Inositol
"Synthesis of IP2, IP, and Ins in the cytosol",R-HSA-1855183,reactome,Glucuronate
"Synthesis of IP2, IP, and Ins in the cytosol",R-HSA-1855183,reactome,Phosphate
Class A/1 (Rhodopsin-like receptors),R-HSA-373076,reactome,Succinate
Class A/1 (Rhodopsin-like receptors),R-HSA-373076,reactome,Histamine
Class A/1 (Rhodopsin-like receptors),R-HSA-373076,reactome,Phosphate
Class A/1 (Rhodopsin-like receptors),R-HSA-373076,reactome,Lactate
Class A/1 (Rhodopsin-like receptors),R-HSA-373076,reactome,Adenosine
Deadenylation-dependent mRNA decay,R-HSA-429914,reactome,Phosphate
tRNA modification in the nucleus and cytosol,R-HSA-6782315,reactome,Pyruvate
tRNA modification in the nucleus and cytosol,R-HSA-6782315,reactome,alpha-Ketoglutarate
tRNA modification in the nucleus and cytosol,R-HSA-6782315,reactome,Succinate
tRNA modification in the nucleus and cytosol,R-HSA-6782315,reactome,Guanine
Selenocysteine synthesis,R-HSA-2408557,reactome,Phosphate
