"pathwayName","sourceId","type","metabolite"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PREX1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","C3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ITPR2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","AKT3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","BAX"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAP2K6"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CXCL3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFATC3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GABARAPL1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","STAT2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFKBIA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CXCL1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK9"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK12"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PPP3CC"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","EP300"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PDGFB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","JUN"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","AKT1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK8"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG7"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","EIF2AK2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HLA-E"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CYCS"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAP2K7"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNB4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","BECN1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","SYK"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CCR4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PLCG1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MTOR"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TRAF2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ITPR3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PPP3CA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","SRC"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALM2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","AKT2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","E2F2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CAP1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CCR1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG11"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TRAF3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFATC1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MICA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","VEGFA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ITPR1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HGF"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3C3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RBP3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HCK"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","FADD"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RAF1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IRF3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IL6ST"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IKBKG"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","BAK1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAP2K2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TLR3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MYC"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK11"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ATG3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PTGS2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAP2K1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HRAS"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","UBB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALM1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CREB1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HLA-A"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG12"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","FGF2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK14"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG5"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CXCL2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CASP8"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","JAK1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TYK2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3CG"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CCND1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CD86"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CDK6"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","STAT3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IKBKE"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG13"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK10"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TRADD"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HLA-F"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IRF7"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CASP3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","STAT1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IL6"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3R6"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CLEC2B"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CREBBP"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GABARAP"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RAC1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","AVP"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG8"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PPP3R1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","KRAS"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNG10"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3R3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TP53"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNB1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","JAK2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PPP3CB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NRAS"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFATC4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","E2F3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CDK4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","LYN"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IFNGR1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IRF9"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CHUK"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GABARAPL2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPKAPK2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HLA-C"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","COX2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MICB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3R1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","EIF2AK1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","TBK1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","E2F1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ATG14"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GSK3B"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3CA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNB3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ANGPT2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","BID"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IL8"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HLA-G"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","DSC1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAP2K4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFATC2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RCAN1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RELA"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","MAPK13"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNB5"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ZFP36"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IFNAR1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALML6"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PPP3R2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3R2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RCN1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3R5"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","GNB2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","NFKB1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3CD"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CDKN1A"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","ICAM1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","HCRTR2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CD200R1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","IKBKB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PLCG2"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CCR5"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALM3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CTNNB1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","RB1"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALML3"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALML4"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","FOS"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","CALML5"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","PIK3CB"
"Kaposi's sarcoma-associated herpesvirus infection","05167","kegg","FAS"
"Glycosaminoglycan biosynthesis","00532","kegg","CHSY1"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST15"
"Glycosaminoglycan biosynthesis","00532","kegg","B3GALT6"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST7"
"Glycosaminoglycan biosynthesis","00532","kegg","XYLT1"
"Glycosaminoglycan biosynthesis","00532","kegg","B3GAT3"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST13"
"Glycosaminoglycan biosynthesis","00532","kegg","CHPF"
"Glycosaminoglycan biosynthesis","00532","kegg","DSE"
"Glycosaminoglycan biosynthesis","00532","kegg","CSGALNACT1"
"Glycosaminoglycan biosynthesis","00532","kegg","CSGALNACT2"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST3"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST11"
"Glycosaminoglycan biosynthesis","00532","kegg","CHSY3"
"Glycosaminoglycan biosynthesis","00532","kegg","B4GALT7"
"Glycosaminoglycan biosynthesis","00532","kegg","UST"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST14"
"Glycosaminoglycan biosynthesis","00532","kegg","XYLT2"
"Glycosaminoglycan biosynthesis","00532","kegg","CHST12"
"Glycosaminoglycan biosynthesis","00532","kegg","CHPF2"
"Protein digestion and absorption","04974","kegg","XPNPEP2"
"Protein digestion and absorption","04974","kegg","KCNN4"
"Protein digestion and absorption","04974","kegg","FXYD2"
"Protein digestion and absorption","04974","kegg","SLC1A5"
"Protein digestion and absorption","04974","kegg","BAT1"
"Protein digestion and absorption","04974","kegg","CTRB1"
"Protein digestion and absorption","04974","kegg","COL5A3"
"Protein digestion and absorption","04974","kegg","SLC9A3"
"Protein digestion and absorption","04974","kegg","COL14A1"
"Protein digestion and absorption","04974","kegg","CTRL"
"Protein digestion and absorption","04974","kegg","COL10A1"
"Protein digestion and absorption","04974","kegg","COL9A3"
"Protein digestion and absorption","04974","kegg","COL27A1"
"Protein digestion and absorption","04974","kegg","COL4A1"
"Protein digestion and absorption","04974","kegg","ATP1B4"
"Protein digestion and absorption","04974","kegg","COL4A5"
"Protein digestion and absorption","04974","kegg","COL24A1"
"Protein digestion and absorption","04974","kegg","ATP1A4"
"Protein digestion and absorption","04974","kegg","ATP1A3"
"Protein digestion and absorption","04974","kegg","CELA2A"
"Protein digestion and absorption","04974","kegg","PRSS2"
"Protein digestion and absorption","04974","kegg","COL4A2"
"Protein digestion and absorption","04974","kegg","MME"
"Protein digestion and absorption","04974","kegg","COL5A2"
"Protein digestion and absorption","04974","kegg","COL9A1"
"Protein digestion and absorption","04974","kegg","COL4A4"
"Protein digestion and absorption","04974","kegg","CELA3A"
"Protein digestion and absorption","04974","kegg","CELA3B"
"Protein digestion and absorption","04974","kegg","COL21A1"
"Protein digestion and absorption","04974","kegg","COL6A1"
"Protein digestion and absorption","04974","kegg","COL5A1"
"Protein digestion and absorption","04974","kegg","PGA5"
"Protein digestion and absorption","04974","kegg","COL3A1"
"Protein digestion and absorption","04974","kegg","IK"
"Protein digestion and absorption","04974","kegg","COL13A1"
"Protein digestion and absorption","04974","kegg","SLC7A9"
"Protein digestion and absorption","04974","kegg","COL4A3"
"Protein digestion and absorption","04974","kegg","PRCP"
"Protein digestion and absorption","04974","kegg","KCNK5"
"Protein digestion and absorption","04974","kegg","COL22A1"
"Protein digestion and absorption","04974","kegg","ATP1A1"
"Protein digestion and absorption","04974","kegg","SLC16A10"
"Protein digestion and absorption","04974","kegg","SLC38A2"
"Protein digestion and absorption","04974","kegg","COL7A1"
"Protein digestion and absorption","04974","kegg","COL1A2"
"Protein digestion and absorption","04974","kegg","SLC36A1"
"Protein digestion and absorption","04974","kegg","COL11A2"
"Protein digestion and absorption","04974","kegg","SLC3A2"
"Protein digestion and absorption","04974","kegg","PGA4"
"Protein digestion and absorption","04974","kegg","ATP1B3"
"Protein digestion and absorption","04974","kegg","KCNE3"
"Protein digestion and absorption","04974","kegg","MET"
"Protein digestion and absorption","04974","kegg","COL2A1"
"Protein digestion and absorption","04974","kegg","ATP1B2"
"Protein digestion and absorption","04974","kegg","SLC6A19"
"Protein digestion and absorption","04974","kegg","SAT2"
"Protein digestion and absorption","04974","kegg","COL12A1"
"Protein digestion and absorption","04974","kegg","COL6A6"
"Protein digestion and absorption","04974","kegg","SLC7A7"
"Protein digestion and absorption","04974","kegg","SLC7A8"
"Protein digestion and absorption","04974","kegg","CELA2B"
"Protein digestion and absorption","04974","kegg","SLC8A1"
"Protein digestion and absorption","04974","kegg","PIP"
"Protein digestion and absorption","04974","kegg","COL6A3"
"Protein digestion and absorption","04974","kegg","SLC3A1"
"Protein digestion and absorption","04974","kegg","KCNQ1"
"Protein digestion and absorption","04974","kegg","ELN"
"Protein digestion and absorption","04974","kegg","COL9A2"
"Protein digestion and absorption","04974","kegg","ACE2"
"Protein digestion and absorption","04974","kegg","SLC8A2"
"Protein digestion and absorption","04974","kegg","CPA1"
"Protein digestion and absorption","04974","kegg","PRSS3"
"Protein digestion and absorption","04974","kegg","SLC15A1"
"Protein digestion and absorption","04974","kegg","COL6A2"
"Protein digestion and absorption","04974","kegg","PGA3"
"Protein digestion and absorption","04974","kegg","LAT2"
"Protein digestion and absorption","04974","kegg","COL1A1"
"Protein digestion and absorption","04974","kegg","COL17A1"
"Protein digestion and absorption","04974","kegg","COL11A1"
"Protein digestion and absorption","04974","kegg","COL15A1"
"Protein digestion and absorption","04974","kegg","CPB1"
"Protein digestion and absorption","04974","kegg","COL18A1"
"Protein digestion and absorption","04974","kegg","CPA3"
"Protein digestion and absorption","04974","kegg","COL4A6"
"Protein digestion and absorption","04974","kegg","ATP1A2"
"Protein digestion and absorption","04974","kegg","DPP4"
"Protein digestion and absorption","04974","kegg","SLC1A1"
"Protein digestion and absorption","04974","kegg","ATP1B1"
"Protein digestion and absorption","04974","kegg","PRSS1"
"Platelet activation","04611","kegg","ITGA2B"
"Platelet activation","04611","kegg","ACTG1"
"Platelet activation","04611","kegg","GP9"
"Platelet activation","04611","kegg","P2RY12"
"Platelet activation","04611","kegg","SLK"
"Platelet activation","04611","kegg","PLA2G4D"
"Platelet activation","04611","kegg","GUCY1A2"
"Platelet activation","04611","kegg","GNAI1"
"Platelet activation","04611","kegg","FCER1G"
"Platelet activation","04611","kegg","ROCK2"
"Platelet activation","04611","kegg","PRKG1"
"Platelet activation","04611","kegg","MAPK3"
"Platelet activation","04611","kegg","TBXA2R"
"Platelet activation","04611","kegg","RAP1B"
"Platelet activation","04611","kegg","PIK3R2"
"Platelet activation","04611","kegg","COL1A2"
"Platelet activation","04611","kegg","MAPK14"
"Platelet activation","04611","kegg","GNA13"
"Platelet activation","04611","kegg","BTK"
"Platelet activation","04611","kegg","GP1BB"
"Platelet activation","04611","kegg","PLA2G4A"
"Platelet activation","04611","kegg","PPP1CB"
"Platelet activation","04611","kegg","JMJD7-PLA2G4B"
"Platelet activation","04611","kegg","F2RL3"
"Platelet activation","04611","kegg","APBB1IP"
"Platelet activation","04611","kegg","MYLK"
"Platelet activation","04611","kegg","PRKCZ"
"Platelet activation","04611","kegg","PRKCI"
"Platelet activation","04611","kegg","MYLK3"
"Platelet activation","04611","kegg","ITGA2"
"Platelet activation","04611","kegg","PIK3R3"
"Platelet activation","04611","kegg","ROCK1"
"Platelet activation","04611","kegg","RAP1A"
"Platelet activation","04611","kegg","ORAI1"
"Platelet activation","04611","kegg","SRC"
"Platelet activation","04611","kegg","MAPK11"
"Platelet activation","04611","kegg","ITGB1"
"Platelet activation","04611","kegg","PIK3R6"
"Platelet activation","04611","kegg","PLCB3"
"Platelet activation","04611","kegg","RHOA"
"Platelet activation","04611","kegg","ADCY8"
"Platelet activation","04611","kegg","P2RY1"
"Platelet activation","04611","kegg","PPP1CC"
"Platelet activation","04611","kegg","SNAP23"
"Platelet activation","04611","kegg","ADCY3"
"Platelet activation","04611","kegg","NOS3"
"Platelet activation","04611","kegg","ADCY7"
"Platelet activation","04611","kegg","PRKACA"
"Platelet activation","04611","kegg","ADCY6"
"Platelet activation","04611","kegg","AKT1"
"Platelet activation","04611","kegg","GUCY1A3"
"Platelet activation","04611","kegg","PPP1R12A"
"Platelet activation","04611","kegg","FYN"
"Platelet activation","04611","kegg","GP1BA"
"Platelet activation","04611","kegg","FGB"
"Platelet activation","04611","kegg","ADCY5"
"Platelet activation","04611","kegg","MAPK12"
"Platelet activation","04611","kegg","cAMP"
"Platelet activation","04611","kegg","COL3A1"
"Platelet activation","04611","kegg","PPP1CA"
"Platelet activation","04611","kegg","F2R"
"Platelet activation","04611","kegg","ACTB"
"Platelet activation","04611","kegg","LCP2"
"Platelet activation","04611","kegg","ITPR3"
"Platelet activation","04611","kegg","ITPR1"
"Platelet activation","04611","kegg","VWF"
"Platelet activation","04611","kegg","PIK3CA"
"Platelet activation","04611","kegg","MYL12B"
"Platelet activation","04611","kegg","AKT3"
"Platelet activation","04611","kegg","PLCB1"
"Platelet activation","04611","kegg","PRKACB"
"Platelet activation","04611","kegg","P2RX1"
"Platelet activation","04611","kegg","GRLF1"
"Platelet activation","04611","kegg","GIP"
"Platelet activation","04611","kegg","COX3"
"Platelet activation","04611","kegg","COX1"
"Platelet activation","04611","kegg","ARHGEF1"
"Platelet activation","04611","kegg","GNAQ"
"Platelet activation","04611","kegg","PIK3R5"
"Platelet activation","04611","kegg","VAMP8"
"Platelet activation","04611","kegg","PTGIR"
"Platelet activation","04611","kegg","ADCY4"
"Platelet activation","04611","kegg","GNAI2"
"Platelet activation","04611","kegg","PRKACG"
"Platelet activation","04611","kegg","GP5"
"Platelet activation","04611","kegg","TLN2"
"Platelet activation","04611","kegg","ITPR2"
"Platelet activation","04611","kegg","STIM1"
"Platelet activation","04611","kegg","ITGB3"
"Platelet activation","04611","kegg","PLA2G4F"
"Platelet activation","04611","kegg","ADCY2"
"Platelet activation","04611","kegg","FERMT3"
"Platelet activation","04611","kegg","TLN1"
"Platelet activation","04611","kegg","MYLK4"
"Platelet activation","04611","kegg","PLA2G4C"
"Platelet activation","04611","kegg","SYK"
"Platelet activation","04611","kegg","MAPK1"
"Platelet activation","04611","kegg","GUCY1B3"
"Platelet activation","04611","kegg","GP6"
"Platelet activation","04611","kegg","ADCY9"
"Platelet activation","04611","kegg","PIK3CB"
"Platelet activation","04611","kegg","COL1A1"
"Platelet activation","04611","kegg","AKT2"
"Platelet activation","04611","kegg","GNAI3"
"Platelet activation","04611","kegg","RASGRP2"
"Platelet activation","04611","kegg","PTGS1"
"Platelet activation","04611","kegg","ARHGEF12"
"Platelet activation","04611","kegg","PLA2G4E"
"Platelet activation","04611","kegg","MAPK13"
"Platelet activation","04611","kegg","FCGR2A"
"Platelet activation","04611","kegg","MYLK2"
"Platelet activation","04611","kegg","CMC1"
"Platelet activation","04611","kegg","PIK3CD"
"Platelet activation","04611","kegg","MYL12A"
"Platelet activation","04611","kegg","TBXAS1"
"Platelet activation","04611","kegg","LYN"
"Platelet activation","04611","kegg","RASGRP1"
"Platelet activation","04611","kegg","PLCG2"
"Platelet activation","04611","kegg","VASP"
"Platelet activation","04611","kegg","ADCY1"
"Platelet activation","04611","kegg","PIK3R1"
"Platelet activation","04611","kegg","PLCB4"
"Platelet activation","04611","kegg","PLCB2"
"Platelet activation","04611","kegg","PIK3CG"
"Platelet activation","04611","kegg","GNAS"
"Breast cancer","05224","kegg","HES5"
"Breast cancer","05224","kegg","WNT7B"
"Breast cancer","05224","kegg","AKT3"
"Breast cancer","05224","kegg","E2F2"
"Breast cancer","05224","kegg","SHC4"
"Breast cancer","05224","kegg","SOS2"
"Breast cancer","05224","kegg","WNT2"
"Breast cancer","05224","kegg","FZD6"
"Breast cancer","05224","kegg","IGF1R"
"Breast cancer","05224","kegg","CCND1"
"Breast cancer","05224","kegg","FRAT1"
"Breast cancer","05224","kegg","NOTCH3"
"Breast cancer","05224","kegg","HES1"
"Breast cancer","05224","kegg","BRCA2"
"Breast cancer","05224","kegg","CTNNB1"
"Breast cancer","05224","kegg","FZD2"
"Breast cancer","05224","kegg","RAC3"
"Breast cancer","05224","kegg","WNT9A"
"Breast cancer","05224","kegg","GRB2"
"Breast cancer","05224","kegg","FZD8"
"Breast cancer","05224","kegg","RB1"
"Breast cancer","05224","kegg","PIK3CA"
"Breast cancer","05224","kegg","NCOA1"
"Breast cancer","05224","kegg","FLG"
"Breast cancer","05224","kegg","RPS6KB2"
"Breast cancer","05224","kegg","KIT"
"Breast cancer","05224","kegg","FGF18"
"Breast cancer","05224","kegg","WNT10A"
"Breast cancer","05224","kegg","FGF22"
"Breast cancer","05224","kegg","FZD1"
"Breast cancer","05224","kegg","JAG1"
"Breast cancer","05224","kegg","FGF10"
"Breast cancer","05224","kegg","WNT2B"
"Breast cancer","05224","kegg","LRP5"
"Breast cancer","05224","kegg","FRAT2"
"Breast cancer","05224","kegg","FGF21"
"Breast cancer","05224","kegg","RBP3"
"Breast cancer","05224","kegg","PGR"
"Breast cancer","05224","kegg","TCF7L1"
"Breast cancer","05224","kegg","TEP1"
"Breast cancer","05224","kegg","FGF8"
"Breast cancer","05224","kegg","TCF3"
"Breast cancer","05224","kegg","GADD45B"
"Breast cancer","05224","kegg","FGF17"
"Breast cancer","05224","kegg","AXIN1"
"Breast cancer","05224","kegg","APC"
"Breast cancer","05224","kegg","NOTCH2"
"Breast cancer","05224","kegg","DLL1"
"Breast cancer","05224","kegg","FGF11"
"Breast cancer","05224","kegg","FZD4"
"Breast cancer","05224","kegg","DDB2"
"Breast cancer","05224","kegg","WNT8B"
"Breast cancer","05224","kegg","AKT2"
"Breast cancer","05224","kegg","WNT3A"
"Breast cancer","05224","kegg","FGFR1"
"Breast cancer","05224","kegg","FGF1"
"Breast cancer","05224","kegg","DVL3"
"Breast cancer","05224","kegg","POLQ"
"Breast cancer","05224","kegg","FZD10"
"Breast cancer","05224","kegg","EGFR"
"Breast cancer","05224","kegg","AXIN2"
"Breast cancer","05224","kegg","DVL2"
"Breast cancer","05224","kegg","TCF7L2"
"Breast cancer","05224","kegg","SOS1"
"Breast cancer","05224","kegg","MYC"
"Breast cancer","05224","kegg","MAPK3"
"Breast cancer","05224","kegg","GSK3B"
"Breast cancer","05224","kegg","PTEN"
"Breast cancer","05224","kegg","DLL3"
"Breast cancer","05224","kegg","CSNK1A1L"
"Breast cancer","05224","kegg","FLT4"
"Breast cancer","05224","kegg","FZD9"
"Breast cancer","05224","kegg","FGF3"
"Breast cancer","05224","kegg","FGF13"
"Breast cancer","05224","kegg","FGF20"
"Breast cancer","05224","kegg","BRAF"
"Breast cancer","05224","kegg","NOTCH4"
"Breast cancer","05224","kegg","WNT4"
"Breast cancer","05224","kegg","MAPK1"
"Breast cancer","05224","kegg","AKT1"
"Breast cancer","05224","kegg","MTOR"
"Breast cancer","05224","kegg","RAF1"
"Breast cancer","05224","kegg","WNT8A"
"Breast cancer","05224","kegg","PIK3R3"
"Breast cancer","05224","kegg","FGF16"
"Breast cancer","05224","kegg","E2F1"
"Breast cancer","05224","kegg","NOTCH1"
"Breast cancer","05224","kegg","FGF5"
"Breast cancer","05224","kegg","NCOA3"
"Breast cancer","05224","kegg","LRP6"
"Breast cancer","05224","kegg","DVL1"
"Breast cancer","05224","kegg","LEF1"
