"","source_id","metabolites","ontology"
"1996060","kegg:C01026","Dimethylglycine","Blood"
"1996072","kegg:C07550","Mivacurium","Blood"
"1996093","kegg:C06918","Clomipramine","Blood"
"1996190","kegg:C08092","Oseltamivir","Blood"
"1996214","kegg:C06897","Cefradine","Blood"
"1996224","kegg:C07618","Mestranol","Blood"
"1996250","kegg:C06314","Lipoxin A4","Blood"
"1996262","kegg:C01879","Pyroglutamic acid","Blood"
"1996267","kegg:C01124","18-Hydroxycorticosterone","Blood"
"1996280","kegg:C06688","Rifampin","Blood"
"1996286","kegg:C09252","Voacamine","Blood"
"1996290","kegg:C07620","Diethylstilbestrol","Blood"
"1996333","kegg:C07644","4-Ketocyclophosphamide","Blood"
"1996347","kegg:C02226","Citraconic acid","Blood"
"1996348","kegg:C07773","Ambenonium","Blood"
"1996390","kegg:C01204","Myo-inositol hexakisphosphate","Blood"
"1996414","kegg:C14285","Oxybenzone","Blood"
"1996421","kegg:C07461","Chlorothiazide","Blood"
"1996488","kegg:C02990","L-Palmitoylcarnitine","Blood"
"1996510","kegg:C07585","Acetylisoniazid","Blood"
"1996521","kegg:C11718","Etoricoxib","Blood"
"1996531","kegg:C00134","Putrescine","Blood"
"1996537","kegg:C06817","Alprazolam","Blood"
"1996553","kegg:C11758","Mupirocin","Blood"
"1996577","kegg:C01716","Ketoprofen","Blood"
"1996603","kegg:C06912","Clarithromycin","Blood"
"1996612","kegg:C00019","S-adenosyl-L-methioninate","Blood"
"1996644","kegg:C06174","Codeine","Blood"
"1996649","kegg:C07397","Quetiapine","Blood"
"1996651","kegg:C07785","Emedastine","Blood"
"1996659","kegg:C07258","Neostigmine","Blood"
"1996704","kegg:C07617","Aminoglutethimide","Blood"
"1996709","kegg:C01694","Ergosterol","Blood"
"1996718","kegg:C08357","Estradiol-17beta 3-sulfate","Blood"
"1996737","kegg:C08614","Violaxanthin","Blood"
"1996750","kegg:C03626","Asymmetric dimethylarginine","Blood"
"1996754","kegg:C00753","Tungsten","Blood"
"1996777","kegg:C14643","Medrysone","Blood"
"1996790","kegg:C00116","Glycerol","Blood"
"1996830","kegg:C03479","Folinic acid","Blood"
"1996845","kegg:C06244","Acetamide","Blood"
"1996899","kegg:C16617","6-Mercaptopurine ribonucleosid","Blood"
"1996932","kegg:C05079","Nalidixic Acid","Blood"
"1996945","kegg:C00031","D-Glucose","Blood"
"1996970","kegg:C07613","Nafarelin","Blood"
"1997013","kegg:C16680","all-trans-5,6-Epoxyretinoic ac","Blood"
"1997079","kegg:C07414","Pargyline","Blood"
"1997080","kegg:C02373","Hexanal","Blood"
"1997100","kegg:C01835","Maltotriose","Blood"
"1997121","kegg:C04900","Luteolin 7-O-[beta-D-glucurono","Blood"
"1997128","kegg:C05635","5-Hydroxyindoleacetic acid","Blood"
"1997134","kegg:C07935","Orphenadrine","Blood"
"1997188","kegg:C07247","Sibutramine","Blood"
"1997191","kegg:C07887","Levobupivacaine","Blood"
"1997215","kegg:C00111","Dihydroxyacetone phosphate","Blood"
"1997252","kegg:C07532","Ropivacaine","Blood"
"1997266","kegg:C02565","N-Methylhydantoin","Blood"
"1997277","kegg:C07819","Dyphylline","Blood"
"1997292","kegg:C01207","3-(3,4-Dihydroxyphenyl)lactic ","Blood"
"1997304","kegg:C06957","Dihydrotachysterol","Blood"
"1997320","kegg:C03771","2-Oxoarginine","Blood"
"1997335","kegg:C16577","Codeine-6-glucuronide","Blood"
"1997370","kegg:C00041","L-Alanine","Blood"
"1997382","kegg:C00003","NAD","Blood"
"1997410","kegg:C02537","17a-Estradiol","Blood"
"1997418","kegg:C12059","Triclosan","Blood"
"1997431","kegg:C15610","26-hydroxycholesterol","Blood"
"1997437","kegg:C06340","27-Hydroxycholesterol","Blood"
"1997490","kegg:C12616","Sulfametopyrazine","Blood"
"1997506","kegg:C11195","Mitoxantrone","Blood"
"1997513","kegg:C15554","E-3174","Blood"
"1997517","kegg:C05589","Normetanephrine","Blood"
"1997554","kegg:C11457","3-(3-Hydroxyphenyl)propanoic a","Blood"
"1997604","kegg:C04931","Argatroban","Blood"
"1997634","kegg:C00291","Nickel","Blood"
"1997641","kegg:C01401","(alpha-D-mannosyl)7-beta-D-man","Blood"
"1997658","kegg:C08042","Nitrofurazone","Blood"
"1997768","kegg:C01324","Bromide","Blood"
"1997776","kegg:C06970","Doxazosin","Blood"
"1997819","kegg:C13553","Colistimethate","Blood"
"1997846","kegg:C07710","Telmisartan","Blood"
"1997864","kegg:C16679","all-trans-18-Hydroxyretinoic a","Blood"
"1997897","kegg:C06915","Clofazimine","Blood"
"1997909","kegg:C04056","Bovinic acid","Blood"
"1998016","kegg:C09256","Yohimbine","Blood"
"1998060","kegg:C00445","5,10-Methenyltetrahydrofolic a","Blood"
"1998074","kegg:C00584","17-hydroxy-E4-neuroprostane","Blood"
"1998093","kegg:C07832","Ethinamate","Blood"
"1998104","kegg:C00174","Nonadeca-10(Z)-enoic acid","Blood"
"1998118","kegg:C07047","Ifosfamide","Blood"
"1998123","kegg:C08050","Sulfamethizole","Blood"
"1998154","kegg:C00633","4-Hydroxybenzaldehyde","Blood"
"1998174","kegg:C19636","Turanose","Blood"
"1998184","kegg:C00355","L-Dopa","Blood"
"1998185","kegg:C02427","Homocitrulline","Blood"
"1998198","kegg:C00005","NADPH","Blood"
"1998205","kegg:C07884","Dextroamphetamine","Blood"
"1998215","kegg:C00978","N-Acetylserotonin","Blood"
"1998246","kegg:C16607","Citalopram N-oxide","Blood"
"1998263","kegg:C18166","Enterodiol","Blood"
"1998275","kegg:C02953","Dihydrobiopterin","Blood"
"1998288","kegg:C07316","Sulfasalazine","Blood"
"1998395","kegg:C00719","Betaine","Blood"
"1998410","kegg:C07648","Thioguanine","Blood"
"1998443","kegg:C08111","Cefepime","Blood"
"1998444","kegg:C00951","Estradiol","Blood"
"1998472","kegg:C00535","Testosterone","Blood"
"1998497","kegg:C05485","21-Hydroxypregnenolone","Blood"
"1998510","kegg:C12685","Cyclothiazide","Blood"
"1998555","kegg:C07016","Fosinopril","Blood"
"1998613","kegg:C02170","Methylmalonic acid","Blood"
"1998619","kegg:C11782","Dihydromorphine","Blood"
"1998637","kegg:C02043","Indolelactic acid","Blood"
"1998696","kegg:C01096","Sorbitol6-phosphate;","Blood"
"1998706","kegg:C01717","Kynurenic acid","Blood"
"1998723","kegg:C00004","NADH","Blood"
"1998737","kegg:C14388","Permethrin","Blood"
"1998742","kegg:C07763","Hydroflumethiazide","Blood"
"1998791","kegg:C06838","Azythromycin","Blood"
"1998810","kegg:C07074","Lovastatin","Blood"
"1998813","kegg:C00208","D-Maltose","Blood"
"1998820","kegg:C00468","Estrone","Blood"
"1998844","kegg:C07196","Methylphenidate","Blood"
"1998860","kegg:C02835","Imidazoleacetic acid","Blood"
"1998887","kegg:C07320","Suprofen","Blood"
"1998906","kegg:C00942","Cyclic GMP","Blood"
"1999054","kegg:C06542","Ajmaline","Blood"
"1999055","kegg:C07693","Fenoldopam","Blood"
"1999066","kegg:C19911","Iminodiacetic acid","Blood"
"1999079","kegg:C07195","Vidarabine","Blood"
"1999084","kegg:C08322","Myristoleic acid","Blood"
"1999095","kegg:C08590","Zeinoxanthin;","Blood"
"1999100","kegg:C07255","Nedocromil","Blood"
"1999104","kegg:C07206","Zafirlukast","Blood"
"1999147","kegg:C05382","Sedoheptulose7-phosphate;","Blood"
"1999148","kegg:C00785","Urocanic acid","Blood"
"1999178","kegg:C05952","Leukotriene E4","Blood"
"1999195","kegg:C04722","3a,7a,12a-Trihydroxy-5b-choles","Blood"
"1999205","kegg:C04717","13-L-Hydroperoxylinoleic acid","Blood"
"1999232","kegg:C19530","Sulfamethazine","Blood"
"1999245","kegg:C05625","Rutin","Blood"
"1999263","kegg:C07155","Tranylcypromine","Blood"
"1999266","kegg:C00192","Hydroxylamine","Blood"
"1999288","kegg:C06900","Chlorambucil","Blood"
"1999297","kegg:C06975","Echothiophate","Blood"
"1999314","kegg:C02630","2-Hydroxyglutarate","Blood"
"1999315","kegg:C02267","Pentostatin","Blood"
"1999320","kegg:C01103","Orotidylic acid","Blood"
"1999354","kegg:C01561","Calcidiol","Blood"
"1999359","kegg:C03384","D-galactopyranose 1-phosphate","Blood"
"1999387","kegg:C14776","8-HETE","Blood"
"1999398","kegg:C16527","Adrenic acid","Blood"
"1999518","kegg:C07937","Riluzole","Blood"
"1999522","kegg:C00092","Glucose 6-phosphate","Blood"
"1999539","kegg:C07004","Fludrocortisone","Blood"
"1999640","kegg:C00070","Copper","Blood"
"1999679","kegg:C07368","Prazosin","Blood"
"1999741","kegg:C07007","Fluocinonide","Blood"
"1999787","kegg:C07420","Pentamidine","Blood"
"1999800","kegg:C06960","Diphenhydramine","Blood"
"1999801","kegg:C07371","Primidone","Blood"
"1999807","kegg:C00314","Pyridoxine","Blood"
"1999829","kegg:C00272","Sapropterin","Blood"
"1999880","kegg:C16526","Eicosenoic acid","Blood"
"1999889","kegg:C12508","Nateglinide","Blood"
"1999890","kegg:C16543","NPC","Blood"
"1999893","kegg:C05953","Prostaglandin A2","Blood"
"1999904","kegg:C01921","Glycocholic acid","Blood"
"1999910","kegg:C07637","Diloxanide","Blood"
"1999915","kegg:C07840","Fosphenytoin","Blood"
"1999945","kegg:C16308","Traumatic acid","Blood"
"1999951","kegg:C05926","Neopterin","Blood"
"1999954","kegg:C00492","Raffinose","Blood"
"1999962","kegg:C07043","Hydroxychloroquine","Blood"
"2000017","kegg:C07143","Mesoridazine","Blood"
"2000023","kegg:C01507","L-Iditol","Blood"
"2000035","kegg:C02571","L-Acetylcarnitine","Blood"
"2000039","kegg:C00751","Squalene","Blood"
"2000094","kegg:C07825","Flumazenil","Blood"
"2000117","kegg:C06950","Dicloxacillin","Blood"
"2000151","kegg:C03519","N-Acetyl-L-phenylalanine","Blood"
"2000185","kegg:C07516","Enflurane","Blood"
"2000190","kegg:C02642","Ureidopropionic acid","Blood"
"2000220","kegg:C07402","Procarbazine","Blood"
"2000230","kegg:C16547","Endoxifen","Blood"
"2000233","kegg:C01017","5-Hydroxy-L-tryptophan","Blood"
"2000241","kegg:C07589","Celecoxib","Blood"
"2000296","kegg:C07235","Rifabutin","Blood"
"2000343","kegg:C16596","5-Phenyl-1,3-oxazinane-2,4-dio","Blood"
"2000351","kegg:C08362","Palmitoleic acid","Blood"
"2000361","kegg:C08727","Petunidin","Blood"
"2000380","kegg:C00378","Thiamine","Blood"
"2000417","kegg:C04051","5-Aminoimidazole-4-carboxamide","Blood"
"2000439","kegg:C01753","Beta-Sitosterol","Blood"
"2000452","kegg:C11154","Trimetrexate","Blood"
"2000462","kegg:C07630","Sulfadoxine","Blood"
"2000483","kegg:C08583","Canthaxanthin","Blood"
"2000493","kegg:C18620","3-Hydroxypicolinic acid","Blood"
"2000502","kegg:C08005","Alfentanil","Blood"
"2000549","kegg:C05283","N2-gamma-Glutamylglutamine","Blood"
"2000593","kegg:C00164","Acetoacetic acid","Blood"
"2000676","kegg:C13698","Niflumic Acid","Blood"
"2000688","kegg:C07362","Pipobroman","Blood"
"2000724","kegg:C07220","Mexiletine","Blood"
"2000744","kegg:C07889","Mephentermine","Blood"
"2000783","kegg:C06746","Quinic acid","Blood"
"2000801","kegg:C07241","Salmeterol","Blood"
"2000817","kegg:C01419","Cysteinylglycine","Blood"
"2000839","kegg:C01453","Tacrine","Blood"
"2000979","kegg:C05576","3,4-Dihydroxyphenylglycol","Blood"
"2000983","kegg:C01755","Thiocyanate","Blood"
"2000995","kegg:C00064","L-Glutamine","Blood"
"2001022","kegg:C08316","Erucic acid","Blood"
"2001041","kegg:C01802","Desmosterol","Blood"
"2001067","kegg:C09844","Eucalyptol","Blood"
"2001077","kegg:C11169","Sulfathiazole","Blood"
"2001090","kegg:C00199","D-Ribulose 5-phosphate","Blood"
"2001101","kegg:C07753","Ibutilide","Blood"
"2001134","kegg:C00250","Pyridoxal","Blood"
"2001144","kegg:C07203","Metronidazole","Blood"
"2001194","kegg:C06255","2-Oxovaleric acid","Blood"
"2001212","kegg:C07736","Etidronic acid","Blood"
"2001216","kegg:C08149","Levonorgestrel","Blood"
"2001276","kegg:C14244","Monobenzone","Blood"
"2001311","kegg:C04741","Prostaglandin E1","Blood"
"2001315","kegg:C07125","Temazepam","Blood"
"2001374","kegg:C07312","Stavudine","Blood"
"2001382","kegg:C07401","Procainamide","Blood"
"2001402","kegg:C07001","Flecainide","Blood"
"2001428","kegg:C07645","Aldophosphamide","Blood"
"2001430","kegg:C01780","Aldosterone","Blood"
"2001458","kegg:C07625","Chloroquine","Blood"
"2001707","kegg:C14775","14,15-DiHETrE","Blood"
"2001753","kegg:C00127","Oxidized glutathione","Blood"
"2001761","kegg:C11002","Tetradecanedioic acid","Blood"
"2001777","kegg:C08095","Zanamivir","Blood"
"2001799","kegg:C05488","Cortexolone","Blood"
"2001813","kegg:C07665","Ethionamide","Blood"
"2001822","kegg:C02052","Maltotetraose","Blood"
"2001829","kegg:C07459","Dichlorphenamide","Blood"
"2001836","kegg:C06264","Aluminum","Blood"
"2001855","kegg:C16353","7-Methylxanthine","Blood"
"2001890","kegg:C07927","Carisoprodol","Blood"
"2001901","kegg:C00288","Hydrogen carbonate","Blood"
"2001972","kegg:C06023","D-Glucosaminide","Blood"
"2001986","kegg:C06821","Amiloride","Blood"
"2001996","kegg:C00001","Water","Blood"
"2001999","kegg:C07140","Ticlopidine","Blood"
"2002013","kegg:C00832","Paromomycin","Blood"
"2002062","kegg:C08141","Tiludronate","Blood"
"2002095","kegg:C00588","Phosphorylcholine","Blood"
"2002121","kegg:C03263","Coproporphyrinogen III","Blood"
"2002128","kegg:C11748","Flucloxacillin","Blood"
"2002181","kegg:C07588","Salicyluric acid","Blood"
"2002218","kegg:C05145","3-Aminoisobutanoic acid","Blood"
"2002223","kegg:C15493","9-cis-Retinoic acid","Blood"
"2002224","kegg:C15472","Germanium","Blood"
"2002311","kegg:C13713","Tetrahydrodeoxycorticosterone","Blood"
"2002321","kegg:C01455","Toluene","Blood"
"2002337","kegg:C06917","Clomifene","Blood"
"2002353","kegg:C01737","Neomycin","Blood"
"2002367","kegg:C07212","o-Xylene","Blood"
"2002403","kegg:C12580","Trilostane","Blood"
"2002517","kegg:C06672","Vanillic acid","Blood"
"2002519","kegg:C11134","Testosterone glucuronide","Blood"
"2002556","kegg:C11798","Mepyramine","Blood"
"2002576","kegg:C14184","Mirex","Blood"
"2002590","kegg:C00797","Ethylamine","Blood"
"2002644","kegg:C00446","Galactose 1-phosphate","Blood"
"2002647","kegg:C00581","Guanidoacetic acid","Blood"
"2002648","kegg:C16522","11,14,17-Eicosatrienoic acid","Blood"
"2002674","kegg:C00263","L-Homoserine","Blood"
"2002686","kegg:C05139","16a-Hydroxydehydroisoandroster","Blood"
"2002722","kegg:C00418","Mevalonic acid","Blood"
"2002753","kegg:C00397","Tobramycin","Blood"
"2002813","kegg:C06854","Bleomycin","Blood"
"2002816","kegg:C07904","Phendimetrazine","Blood"
"2002841","kegg:C07441","Phenylephrine","Blood"
"2002851","kegg:C07853","Clidinium","Blood"
"2002864","kegg:C06871","Carbinoxamine","Blood"
"2002870","kegg:C07646","Carboxycyclophosphamide","Blood"
"2002888","kegg:C06526","Quinine","Blood"
"2002897","kegg:C14131","Equol","Blood"
"2002900","kegg:C07554","Pipecuronium","Blood"
"2002901","kegg:C03197","(S)-3-Hydroxybutyric acid","Blood"
"2002922","kegg:C00077","Ornithine","Blood"
"2002994","kegg:C16587","3-Carbamoyl-2-phenylpropionald","Blood"
"2003012","kegg:C05498","11b-Hydroxyprogesterone","Blood"
"2003013","kegg:C06438","Prostaglandin D1","Blood"
"2003019","kegg:C05643","6-Hydroxymelatonin","Blood"
"2003024","kegg:C05647","Formyl-5-hydroxykynurenamine","Blood"
"2003037","kegg:C00256","D-Lactic acid","Blood"
"2003050","kegg:C07973","Piperazine","Blood"
"2003105","kegg:C00329","Glucosamine","Blood"
"2003109","kegg:C00880","Galactonic acid","Blood"
"2003128","kegg:C07228","Raloxifene","Blood"
"2003166","kegg:C07910","Thalidomide","Blood"
"2003212","kegg:C02261","D-Alpha-aminobutyric acid","Blood"
"2003287","kegg:C00175","Cobalt","Blood"
"2003296","kegg:C03242","8,11,14-Eicosatrienoic acid","Blood"
"2003301","kegg:C07435","Phenoxybenzamine","Blood"
"2003304","kegg:C07652","Mifepristone","Blood"
"2003307","kegg:C00409","Methanethiol","Blood"
"2003322","kegg:C07484","Zaleplon","Blood"
"2003331","kegg:C08079","Terbinafine","Blood"
"2003345","kegg:C14825","9,10-Epoxyoctadecenoic acid","Blood"
"2003353","kegg:C01598","Melatonin","Blood"
"2003398","kegg:C16605","Carbamazepine iminoquinone","Blood"
"2003408","kegg:C06984","Ethambutol","Blood"
"2003417","kegg:C11785","Normorphine","Blood"
"2003439","kegg:C07405","Propiomazine","Blood"
"2003457","kegg:C13712","Allopregnanolone","Blood"
"2003507","kegg:C00643","Oxitriptan","Blood"
"2003518","kegg:C07051","Indinavir","Blood"
"2003547","kegg:C05684","Selenite","Blood"
"2003607","kegg:C06099","(+)-Limonene","Blood"
"2003633","kegg:C16551","Alcophosphamide","Blood"
"2003646","kegg:C00280","Androstenedione","Blood"
"2003651","kegg:C02918","1-Methylnicotinamide","Blood"
"2003749","kegg:C07185","Valproic acid","Blood"
"2003791","kegg:C11132","2-Methoxyestrone3-glucuronide","Blood"
"2003824","kegg:C00178","Thymine","Blood"
"2003826","kegg:C07146","Metaraminol","Blood"
"2003829","kegg:C06524","Nornicotine","Blood"
"2003842","kegg:C08021","Remifentanil","Blood"
"2003912","kegg:C10467","Irilone","Blood"
"2003939","kegg:C03758","Dopamine","Blood"
"2003944","kegg:C14772","5,6-DHET","Blood"
"2003968","kegg:C07230","Molindone","Blood"
"2003992","kegg:C05132","Imidazolelactic acid","Blood"
"2003993","kegg:C16592","Atropaldehyde","Blood"
"2004004","kegg:C05776","Cobalamin","Blood"
"2004023","kegg:C08018","Oxycodone","Blood"
"2004034","kegg:C13881","Barium","Blood"
"2004039","kegg:C06967","Dobutamine","Blood"
"2004043","kegg:C05670","Beta-Aminopropionitrile","Blood"
"2004052","kegg:C00196","2-Pyrocatechuic acid","Blood"
"2004062","kegg:C10453","Eugenol","Blood"
"2004064","kegg:C05584","Vanillylmandelic acid","Blood"
"2004083","kegg:C02283","Glycyrrhetinic acid ","Blood"
"2004095","kegg:C06923","Cloxacillin","Blood"
"2004099","kegg:C05582","Homovanillic acid","Blood"
"2004146","kegg:C02632","Isobutyric acid","Blood"
"2004177","kegg:C19574","4-(Methylnitrosamino)-1-(3-pyr","Blood"
"2004185","kegg:C07502","Topiramate","Blood"
"2004217","kegg:C07207","Zalcitabine","Blood"
"2004240","kegg:C00410","Progesterone","Blood"
"2004293","kegg:C07503","Tiagabine","Blood"
"2004345","kegg:C07771","Tazobactam","Blood"
"2004359","kegg:C06572","Nystatin","Blood"
"2004374","kegg:C07635","Epiandrosterone","Blood"
"2004502","kegg:C00755","Vanillin","Blood"
"2004510","kegg:C08169","Meloxicam","Blood"
"2004611","kegg:C08320","Tetracosanoic acid","Blood"
"2004635","kegg:C07308","Dimethylarsinate","Blood"
"2004642","kegg:C06820","Amikacin","Blood"
"2004659","kegg:C05080","Novobiocin","Blood"
"2004683","kegg:C00074","Phosphoenolpyruvic acid","Blood"
"2004728","kegg:C00153","Niacinamide","Blood"
"2004751","kegg:C11766","Rivastigmine","Blood"
"2004763","kegg:C07240","Ritonavir","Blood"
"2004857","kegg:C13884","Strontium","Blood"
"2004879","kegg:C07469","Irbesartan","Blood"
"2004925","kegg:C07890","Midodrine","Blood"
"2004936","kegg:C16591","3-Carbamoyl-2-phenylpropionic ","Blood"
"2004957","kegg:C04685","Prostaglandin A1","Blood"
"2004984","kegg:C06827","Amoxicillin","Blood"
"2004997","kegg:C06527","Quinidine","Blood"
"2005031","kegg:C05295","19-Oxotestosterone","Blood"
"2005035","kegg:C01004","Trigonelline","Blood"
"2005060","kegg:C00318","L-Carnitine","Blood"
"2005071","kegg:C00073","L-Methionine","Blood"
"2005080","kegg:C00014","Ammonia","Blood"
"2005092","kegg:C07619","Quinestrol","Blood"
"2005103","kegg:C06690","Candicidin","Blood"
"2005122","kegg:C05606","Melanin","Blood"
"2005146","kegg:C07704","Moexipril","Blood"
"2005162","kegg:C07190","Methimazole","Blood"
"2005186","kegg:C18142","Perfluorooctanesulfonic acid","Blood"
"2005201","kegg:C06868","Carbamazepine","Blood"
"2005235","kegg:C07968","Diethylcarbamazine","Blood"
"2005253","kegg:C07428","Phenacemide","Blood"
"2005258","kegg:C05413","Phytoene","Blood"
"2005259","kegg:C00644","Mannitol 1-phosphate","Blood"
"2005279","kegg:C07055","Isopropamide","Blood"
"2005308","kegg:C07199","Methysergide","Blood"
"2005398","kegg:C00962","Beta-D-Galactose","Blood"
"2005416","kegg:C00984","D-Galactose","Blood"
"2005426","kegg:C00144","Guanosine monophosphate","Blood"
"2005437","kegg:C03990","Lithocholic acid","Blood"
"2005448","kegg:C01770","Gamma-Butyrolactone","Blood"
"2005509","kegg:C05570","Ergothioneine","Blood"
"2005526","kegg:C07092","P-Dichlorobenzene","Blood"
"2005605","kegg:C07151","1,1-Dimethylbiguanide","Blood"
"2005635","kegg:C07456","Isosorbide Dinitrate","Blood"
"2005662","kegg:C00163","Propionic acid","Blood"
"2005681","kegg:C00008","ADP","Blood"
"2005714","kegg:C14818","Fe2+","Blood"
"2005788","kegg:C06928","Cromoglicic acid","Blood"
"2005792","kegg:C14769","8,9-Epoxyeicosatrienoic acid","Blood"
"2005816","kegg:C07556","Rocuronium","Blood"
"2005836","kegg:C07070","Levamisole","Blood"
"2005838","kegg:C00253","Nicotinic acid","Blood"
"2005855","kegg:C07826","Aprobarbital","Blood"
"2005863","kegg:C16612","Citalopram aldehyde","Blood"
"2005873","kegg:C00246","Butyric acid","Blood"
"2005881","kegg:C11768","Levonordefrin","Blood"
"2005889","kegg:C07187","Venlafaxine","Blood"
"2005902","kegg:C02094","B-Carotene","Blood"
"2005965","kegg:C00448","Farnesyl pyrophosphate","Blood"
"2006000","kegg:C00093","Glycerol 3-phosphate","Blood"
"2006002","kegg:C16654","(3Z)-2-Propylpent-3-enoic acid","Blood"
"2006020","kegg:C05963","Thromboxane B2","Blood"
"2006033","kegg:C07524","Midazolam","Blood"
"2006080","kegg:C08039","Hexachlorophene","Blood"
"2006083","kegg:C03722","Quinolinic acid","Blood"
"2006085","kegg:C07905","Leflunomide","Blood"
"2006126","kegg:C06847","Bepridil","Blood"
"2006174","kegg:C06390","16-a-Hydroxypregnenolone","Blood"
"2006200","kegg:C01814","Haloperidol","Blood"
"2006209","kegg:C07147","Tolazoline","Blood"
"2006280","kegg:C06925","Colestipol","Blood"
"2006302","kegg:C10107","Myricetin","Blood"
"2006340","kegg:C07528","Mepivacaine","Blood"
"2006384","kegg:C07586","Fenofibrate","Blood"
"2006396","kegg:C07257","Nelfinavir","Blood"
"2006419","kegg:C06337","Terephthalic acid","Blood"
"2006468","kegg:C07334","Oxacillin","Blood"
"2006471","kegg:C20792","Oleoylethanolamide;","Blood"
"2006496","kegg:C02341","trans-Aconitic acid","Blood"
"2006528","kegg:C01346","dUDP","Blood"
"2006531","kegg:C07430","Phenelzine","Blood"
"2006535","kegg:C00661","D-Glyceraldehyde 3-phosphate","Blood"
"2006541","kegg:C16542","APC","Blood"
"2006598","kegg:C06472","Iduronic acid","Blood"
"2006607","kegg:C01040","L-Gulonolactone","Blood"
"2006632","kegg:C07342","Quinethazone","Blood"
"2006685","kegg:C00214","Thymidine","Blood"
"2006689","kegg:C00986","1,3-Diaminopropane","Blood"
"2006692","kegg:C07520","Sevoflurane","Blood"
"2006698","kegg:C07172","Trimeprazine","Blood"
"2006705","kegg:C11738","m-chlorophenylpiperazine (m-CP","Blood"
"2006731","kegg:C00079","L-Phenylalanine","Blood"
"2006745","kegg:C07511","Mecamylamine","Blood"
"2006814","kegg:C08103","Cefmetazole","Blood"
"2006837","kegg:C02714","N-Acetylputrescine","Blood"
"2006839","kegg:C00327","Citrulline","Blood"
"2006856","kegg:C07675","Pioglitazone","Blood"
"2006865","kegg:C00977","Tryptophanamide","Blood"
"2006867","kegg:C01799","Norvaline","Blood"
"2006905","kegg:C06852","Bisoprolol","Blood"
"2006908","kegg:C01851","Scopolamine","Blood"
"2006926","kegg:C05787","Bilirubin diglucuronide","Blood"
"2006942","kegg:C07344","3-Hydroxyquinine","Blood"
"2006951","kegg:C02291","L-Cystathionine","Blood"
"2007044","kegg:C07075","Lindane","Blood"
"2007072","kegg:C02625","2,4-Dichlorophenol","Blood"
"2007108","kegg:C01471","Acrolein","Blood"
"2007120","kegg:C04545","1-Methylguanosine","Blood"
"2007149","kegg:C07587","Salicylate-sodium","Blood"
"2007208","kegg:C01517","Naproxen","Blood"
"2007209","kegg:C16615","6-Methylthiopurine 5'-monophos","Blood"
"2007236","kegg:C00762","Cortisone","Blood"
"2007337","kegg:C00147","Adenine","Blood"
"2007338","kegg:C11372","Raltitrexed","Blood"
"2007345","kegg:C01595","Linoleic acid","Blood"
"2007363","kegg:C02037","Glycyl-glycine","Blood"
"2007395","kegg:C08262","Isovaleric acid","Blood"
"2007411","kegg:C00509","Naringenin","Blood"
"2007441","kegg:C00925","Heparan sulfate","Blood"
"2007488","kegg:C14774","11,12-DiHETrE","Blood"
"2007493","kegg:C05950","20-Carboxy-leukotriene B4","Blood"
"2007500","kegg:C11750","Pivampicillin","Blood"
"2007546","kegg:C00491","L-Cystine","Blood"
"2007569","kegg:C04373","Etiocholanolone","Blood"
"2007619","kegg:C00249","Palmitic acid","Blood"
"2007629","kegg:C15519","25-Hydroxycholesterol","Blood"
"2007632","kegg:C00117","D-Ribose 5-phosphate","Blood"
"2007687","kegg:C07818","Mepenzolate","Blood"
"2007699","kegg:C07615","Carbimazole","Blood"
"2007723","kegg:C07627","Primaquine","Blood"
"2007736","kegg:C08599","Lactucaxanthin","Blood"
"2007748","kegg:C06979","Enoxacin","Blood"
"2007763","kegg:C07633","Mefloquine","Blood"
"2007771","kegg:C09315","Umbelliferone","Blood"
"2007803","kegg:C01661","Doxorubicin","Blood"
"2007891","kegg:C00455","Nicotinamide ribotide","Blood"
"2007902","kegg:C00322","Oxoadipic acid","Blood"
"2007903","kegg:C00143","5,10-Methylene-THF","Blood"
"2007951","kegg:C05332","Phenylethylamine","Blood"
"2007972","kegg:C00398","Tryptamine","Blood"
"2007989","kegg:C00058","Formic acid","Blood"
"2008014","kegg:C00836","Sphinganine","Blood"
"2008017","kegg:C00493","Shikimic acid","Blood"
"2008056","kegg:C00328","L-Kynurenine","Blood"
"2008066","kegg:C17725","Heptabarbital","Blood"
"2008070","kegg:C01424","Gallic acid","Blood"
"2008085","kegg:C00133","D-Alanine","Blood"
"2008086","kegg:C16571","2-Amino-3-methylbenzoate","Blood"
"2008104","kegg:C01690","Diclofenac","Blood"
"2008124","kegg:C07245","Selegiline","Blood"
"2008149","kegg:C16603","2,3-Dihydroxycarbamazepine","Blood"
"2008191","kegg:C16652","3-Oxovalproic acid","Blood"
"2008228","kegg:C11695","Anandamide","Blood"
"2008262","kegg:C06931","Cyclobenzaprine","Blood"
"2008271","kegg:C00156","4-Hydroxybenzoic acid","Blood"
"2008330","kegg:C06954","Diethylpropion","Blood"
"2008433","kegg:C00413","Streptomycin","Blood"
"2008517","kegg:C06800","Aflatoxin B1","Blood"
"2008586","kegg:C06961","Diphenidol","Blood"
"2008599","kegg:C07474","Pilocarpine","Blood"
"2008639","kegg:C05768","Coproporphyrinogen I","Blood"
"2008641","kegg:C07381","Propafenone","Blood"
"2008651","kegg:C07458","Sulfanilamide","Blood"
"2008664","kegg:C00320","Thiosulfate","Blood"
