"source_id","metabolites","ontology"
"chebi:31174","Adapalene","Blood"
"hmdb:HMDB0000930","trans-Cinnamic acid","Blood"
"chebi:35697","trans-Cinnamic acid","Blood"
"kegg:C00423","trans-Cinnamic acid","Blood"
"CAS:621-82-9","Cinnamic acid","Blood"
"chemspider:392447","trans-Cinnamic acid","Blood"
"pubchem:5372954","Cinnamic acid","Blood"
"kegg:C10438","Cinnamic acid","Blood"
"chebi:35699","Cinnamic acid","Blood"
"chemspider:21467228","11-HDoHE","Blood"
"hmdb:HMDB0060040","11-HDoHE","Blood"
"chemspider:23931264","Androsterone","Blood"
"chemspider:24765866","DG(14:0/22:5(4Z,7Z,10Z,13Z,16Z","Blood"
"LIPIDMAPS:LMFA01030982","2-n-Propyl-4-pentenoicacid;","Blood"
"hmdb:HMDB0077122","CL(i-13:0/i-20:0/i-22:0/i-14:0","Blood"
"hmdb:HMDB0004308","7,9-Dimethyluric acid","Blood"
"hmdb:HMDB0088993","CL(i-12:0/i-22:0/i-15:0/i-22:0","Blood"
"hmdb:HMDB0090382","CL(i-13:0/i-12:0/i-21:0/a-21:0","Blood"
"hmdb:HMDB0087220","CL(i-12:0/i-14:0/i-16:0/a-17:0","Blood"
"pubchem:3278","Ethacrynic acid","Blood"
"hmdb:HMDB0083200","CL(i-13:0/i-18:0/i-16:0/a-17:0","Blood"
"hmdb:HMDB0075712","CL(i-14:0/i-12:0/i-17:0/i-13:0","Blood"
"hmdb:HMDB0079735","CL(i-13:0/i-17:0/i-15:0/i-20:0","Blood"
"hmdb:HMDB0079244","CL(a-13:0/i-16:0/i-21:0/a-25:0","Blood"
"hmdb:HMDB0074213","CL(a-13:0/i-22:0/i-22:0/i-21:0","Blood"
"hmdb:HMDB0085928","CL(a-13:0/i-15:0/a-13:0/i-16:0","Blood"
"hmdb:HMDB0076610","CL(i-13:0/i-20:0/i-12:0/i-24:0","Blood"
"hmdb:HMDB0075032","CL(a-13:0/a-25:0/i-13:0/a-21:0","Blood"
"hmdb:HMDB0083306","CL(i-13:0/18:2(9Z,11Z)/i-17:0/","Blood"
"chemspider:7853936","Esomeprazole","Blood"
"hmdb:HMDB0082443","CL(i-13:0/i-17:0/a-21:0/a-17:0","Blood"
"hmdb:HMDB0078134","CL(a-13:0/i-15:0/i-18:0/a-17:0","Blood"
"hmdb:HMDB0089236","CL(i-12:0/i-24:0/a-13:0/a-13:0","Blood"
"hmdb:HMDB0083719","CL(i-13:0/i-18:0/a-21:0/i-16:0","Blood"
"hmdb:HMDB0082852","CL(i-13:0/18:2(9Z,11Z)/i-13:0/","Blood"
"hmdb:HMDB0086306","CL(i-12:0/i-12:0/i-18:0/i-15:0","Blood"
"hmdb:HMDB0081172","CL(i-12:0/i-19:0/i-17:0/i-21:0","Blood"
"hmdb:HMDB0080133","CL(i-12:0/i-17:0/i-19:0/a-15:0","Blood"
"hmdb:HMDB0087196","CL(i-12:0/i-14:0/a-15:0/i-18:0","Blood"
"hmdb:HMDB0089327","CL(i-12:0/i-24:0/i-16:0/i-16:0","Blood"
"hmdb:HMDB0083959","CL(i-13:0/18:2(9Z,11Z)/a-25:0/","Blood"
"hmdb:HMDB0087167","CL(i-12:0/i-14:0/i-14:0/18:2(9","Blood"
"hmdb:HMDB0079687","CL(i-13:0/i-17:0/i-15:0/i-16:0","Blood"
"hmdb:HMDB0089682","CL(i-12:0/a-25:0/a-17:0/i-18:0","Blood"
"hmdb:HMDB0083751","CL(i-13:0/18:2(9Z,11Z)/i-21:0/","Blood"
"hmdb:HMDB0085386","CL(i-13:0/i-14:0/i-16:0/a-15:0","Blood"
"pubchem:160870","Oxazepam glucuronide","Blood"
"hmdb:HMDB0041969","Oxazepam glucuronide","Blood"
"hmdb:HMDB0084153","CL(i-13:0/a-13:0/i-14:0/i-24:0","Blood"
"hmdb:HMDB0085587","CL(i-13:0/i-14:0/i-19:0/i-24:0","Blood"
"hmdb:HMDB0073395","CL(a-13:0/a-21:0/a-21:0/a-21:0","Blood"
"hmdb:HMDB0079956","CL(i-12:0/i-17:0/i-16:0/i-16:0","Blood"
"pubchem:189087","N-Acetylcadaverine","Blood"
"hmdb:HMDB0074473","CL(i-13:0/i-24:0/i-15:0/18:2(9","Blood"
"chemspider:164295","N-Acetylcadaverine","Blood"
"kegg:C06573","Amphotericin B","Blood"
"hmdb:HMDB0092246","CL(i-14:0/i-16:0/i-12:0/i-16:0","Blood"
"chebi:2682","Amphotericin B","Blood"
"chemspider:10237579","Amphotericin B","Blood"
"CAS:1397-89-3","Amphotericin B","Blood"
"hmdb:HMDB0011686","p-Cresol glucuronide","Blood"
"hmdb:HMDB0089098","CL(i-12:0/i-22:0/i-19:0/18:2(9","Blood"
"hmdb:HMDB0073611","CL(i-13:0/i-21:0/a-25:0/a-17:0","Blood"
"chebi:812387","Palonosetron","Blood"
"chemspider:130656","Palonosetron","Blood"
"CAS:119904-90-4","Palonosetron","Blood"
"pubchem:148211","Palonosetron","Blood"
"hmdb:HMDB0087055","CL(i-12:0/i-13:0/i-24:0/i-19:0","Blood"
"CAS:3239-44-9","Dexfenfluramine","Blood"
"hmdb:HMDB0082992","CL(a-13:0/i-18:0/i-14:0/i-18:0","Blood"
"hmdb:HMDB0079749","CL(a-13:0/a-17:0/i-15:0/i-21:0","Blood"
"hmdb:HMDB0015322","Dexfenfluramine","Blood"
"hmdb:HMDB0083059","CL(i-13:0/i-18:0/a-15:0/i-15:0","Blood"
"hmdb:HMDB0090321","CL(i-13:0/i-12:0/i-20:0/i-24:0","Blood"
"pubchem:53478224","DG(20:2(11Z,14Z)/18:0/0:0)","Blood"
"hmdb:HMDB0073902","CL(a-13:0/i-22:0/i-17:0/i-12:0","Blood"
"hmdb:HMDB0001924","Atenolol","Blood"
"chemspider:2162","Atenolol","Blood"
"chebi:2904","Atenolol","Blood"
"pubchem:2249","Atenolol","Blood"
"CAS:29122-68-7","Atenolol","Blood"
"kegg:C13235","Atenolol","Blood"
"hmdb:HMDB0088445","CL(i-14:0/i-12:0/a-25:0/i-22:0","Blood"
"hmdb:HMDB0084931","CL(i-13:0/i-13:0/a-21:0/i-24:0","Blood"
"hmdb:HMDB0075085","CL(i-13:0/a-25:0/a-15:0/i-12:0","Blood"
"hmdb:HMDB0090418","CL(i-13:0/i-12:0/i-22:0/i-19:0","Blood"
"chebi:775068","Methocarbamol","Blood"
"hmdb:HMDB0090198","CL(i-13:0/i-12:0/i-18:0/i-15:0","Blood"
"hmdb:HMDB0078610","CL(a-13:0/i-15:0/i-24:0/i-19:0","Blood"
"hmdb:HMDB0000761","Lithocholic acid","Blood"
"hmdb:HMDB0091916","CL(i-14:0/i-15:0/i-17:0/a-25:0","Blood"
"hmdb:HMDB0087202","CL(i-12:0/i-14:0/i-15:0/i-21:0","Blood"
"hmdb:HMDB0082075","CL(a-13:0/a-17:0/a-17:0/i-24:0","Blood"
"hmdb:HMDB0090760","CL(i-14:0/a-13:0/i-14:0/i-20:0","Blood"
"hmdb:HMDB0060775","5-Carboxy-lumiracoxib","Blood"
"wikidata:Q3323035","NA","Blood"
"hmdb:HMDB0075960","CL(a-13:0/i-19:0/i-12:0/i-21:0","Blood"
"hmdb:HMDB0015581","Iodipamide","Blood"
"hmdb:HMDB0060841","N-Despropyl-rotigotine","Blood"
"hmdb:HMDB0083314","CL(a-13:0/i-18:0/a-17:0/i-18:0","Blood"
"chebi:3183","Brompheniramine","Blood"
"kegg:C06857","Brompheniramine","Blood"
"hmdb:HMDB0082302","CL(a-13:0/a-17:0/i-19:0/a-25:0","Blood"
"hmdb:HMDB0091739","CL(i-14:0/i-15:0/a-15:0/i-12:0","Blood"
"hmdb:HMDB0074133","CL(a-13:0/i-22:0/i-21:0/i-15:0","Blood"
"pubchem:6834","Brompheniramine","Blood"
"hmdb:HMDB0082135","CL(i-13:0/a-17:0/18:2(9Z,11Z)/","Blood"
"LIPIDMAPS:LMST04010003","Lithocholicacid;","Blood"
"hmdb:HMDB0007272","DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Blood"
"hmdb:HMDB0087326","CL(i-12:0/i-14:0/i-20:0/i-16:0","Blood"
"chemspider:24766022","DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Blood"
"hmdb:HMDB0075571","CL(a-13:0/a-25:0/a-25:0/i-19:0","Blood"
"hmdb:HMDB0088729","CL(i-12:0/i-21:0/i-21:0/i-15:0","Blood"
"hmdb:HMDB0081652","CL(i-12:0/i-20:0/a-25:0/i-15:0","Blood"
"hmdb:HMDB0075848","CL(i-14:0/i-12:0/i-21:0/i-22:0","Blood"
"hmdb:HMDB0014638","Zidovudine","Blood"
"pubchem:4170","Metolazone","Blood"
"hmdb:HMDB0014665","Metolazone","Blood"
"pubchem:35370","Zidovudine","Blood"
"chemspider:32555","Zidovudine","Blood"
"hmdb:HMDB0081264","CL(i-12:0/i-19:0/i-21:0/a-15:0","Blood"
"hmdb:HMDB0087518","CL(i-12:0/a-15:0/a-13:0/a-21:0","Blood"
"wikidata:Q27115027","NA","Blood"
"hmdb:HMDB0085724","CL(a-13:0/i-14:0/i-22:0/i-20:0","Blood"
"chebi:32635","Paracetamol sulfate","Blood"
"hmdb:HMDB0077890","CL(a-13:0/a-15:0/i-16:0/18:2(9","Blood"
"hmdb:HMDB0059911","Paracetamol sulfate","Blood"
"pubchem:75810","Methylimidazoleacetic acid","Blood"
"chemspider:75741","Paracetamol sulfate","Blood"
"CAS:2625-49-2","Methylimidazoleacetic acid","Blood"
"pubchem:83939","Paracetamol sulfate","Blood"
"kegg:C05828","Methylimidazoleacetic acid","Blood"
"CAS:10066-90-7","Paracetamol sulfate","Blood"
"hmdb:HMDB0075742","CL(i-14:0/i-12:0/i-17:0/i-24:0","Blood"
"hmdb:HMDB0083931","CL(i-13:0/i-18:0/i-24:0/i-20:0","Blood"
"hmdb:HMDB0073815","CL(a-13:0/i-22:0/i-15:0/a-15:0","Blood"
"hmdb:HMDB0073979","CL(i-13:0/i-22:0/18:2(9Z,11Z)/","Blood"
"pubchem:13120901","4-Deoxyerythronic acid","Blood"
"hmdb:HMDB0083914","CL(a-13:0/i-18:0/i-24:0/i-17:0","Blood"
"hmdb:HMDB0078060","CL(a-13:0/i-15:0/a-17:0/a-25:0","Blood"
"hmdb:HMDB0084171","CL(i-13:0/i-13:0/a-15:0/i-13:0","Blood"
"chemspider:2314553","Rasagiline","Blood"
"hmdb:HMDB0080200","CL(i-12:0/i-17:0/a-21:0/i-13:0","Blood"
"hmdb:HMDB0086334","CL(i-12:0/i-12:0/i-19:0/i-12:0","Blood"
"hmdb:HMDB0076460","CL(a-13:0/i-19:0/a-21:0/i-22:0","Blood"
"hmdb:HMDB0078046","CL(i-13:0/a-15:0/i-17:0/i-22:0","Blood"
"hmdb:HMDB0074579","CL(i-13:0/i-24:0/i-17:0/a-17:0","Blood"
"hmdb:HMDB0014312","(S)-lipoic acid","Blood"
"chebi:43796","(S)-lipoic acid","Blood"
"hmdb:HMDB0089843","CL(i-12:0/a-25:0/a-25:0/i-13:0","Blood"
"chebi:30936","(S)-2-Methylmalate;","Blood"
"hmdb:HMDB0086716","CL(i-12:0/i-13:0/a-17:0/i-13:0","Blood"
"hmdb:HMDB0083276","CL(a-13:0/18:2(9Z,11Z)/i-17:0/","Blood"
"hmdb:HMDB0080599","CL(i-12:0/18:2(9Z,11Z)/i-16:0/","Blood"
"hmdb:HMDB0079585","CL(i-13:0/i-17:0/i-14:0/i-15:0","Blood"
"chemspider:3544","Ibuprofen","Blood"
"hmdb:HMDB0084565","CL(i-13:0/i-13:0/i-18:0/i-16:0","Blood"
"hmdb:HMDB0074664","CL(a-13:0/i-24:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0001925","Ibuprofen","Blood"
"hmdb:HMDB0089100","CL(i-12:0/i-22:0/i-19:0/i-19:0","Blood"
"hmdb:HMDB0087384","CL(i-12:0/i-14:0/i-22:0/i-19:0","Blood"
"hmdb:HMDB0074646","CL(a-13:0/i-24:0/i-18:0/i-17:0","Blood"
"hmdb:HMDB0080620","CL(i-12:0/18:2(9Z,11Z)/i-16:0/","Blood"
"hmdb:HMDB0075951","CL(i-13:0/i-19:0/i-12:0/18:2(9","Blood"
"pubchem:152971","17-Hydroxypregnenolone sulfate","Blood"
"hmdb:HMDB0002501","Germanium","Blood"
"hmdb:HMDB0087450","CL(i-12:0/a-15:0/i-12:0/i-19:0","Blood"
"hmdb:HMDB0061166","N,N,O-Didesmethylvenlafaxine","Blood"
"hmdb:HMDB0074424","CL(a-13:0/i-24:0/i-14:0/i-19:0","Blood"
"hmdb:HMDB0078260","CL(a-13:0/a-15:0/i-19:0/i-21:0","Blood"
"CAS:497-30-3","Ergothioneine","Blood"
"pubchem:7339","Phosphoribosyl pyrophosphate","Blood"
"chemspider:7062","Phosphoribosyl pyrophosphate","Blood"
"hmdb:HMDB0000280","Phosphoribosyl pyrophosphate","Blood"
"wikidata:Q420633","NA","Blood"
"CAS:7540-64-9","Phosphoribosyl pyrophosphate","Blood"
"kegg:C00119","Phosphoribosyl pyrophosphate","Blood"
"hmdb:HMDB0089376","CL(i-12:0/i-24:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0081184","CL(i-12:0/i-19:0/i-18:0/i-13:0","Blood"
"hmdb:HMDB0084045","CL(i-13:0/a-13:0/i-13:0/i-20:0","Blood"
"hmdb:HMDB0089539","CL(i-12:0/a-25:0/i-12:0/i-14:0","Blood"
"hmdb:HMDB0078318","CL(a-13:0/a-15:0/i-20:0/i-18:0","Blood"
"hmdb:HMDB0089408","CL(i-12:0/i-24:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0085905","CL(i-13:0/i-15:0/a-13:0/i-14:0","Blood"
"hmdb:HMDB0088094","CL(i-12:0/i-16:0/a-13:0/i-13:0","Blood"
"hmdb:HMDB0001896","5-Methoxytryptophol","Blood"
"hmdb:HMDB0089074","CL(i-12:0/i-22:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0089623","CL(i-12:0/a-25:0/a-15:0/a-17:0","Blood"
"hmdb:HMDB0090748","CL(i-14:0/a-13:0/i-14:0/i-16:0","Blood"
"hmdb:HMDB0012377","PS(18:0/16:1(9Z))","Blood"
"pubchem:52925996","PS(18:0/16:1(9Z))","Blood"
"hmdb:HMDB0092479","CL(i-14:0/i-16:0/i-21:0/a-13:0","Blood"
"hmdb:HMDB0060537","p-Hydroxyphenobarbital","Blood"
"kegg:C00780","Serotonin","Blood"
"chebi:89510","Deoxypyridinoline","Blood"
"hmdb:HMDB0085553","CL(i-13:0/i-14:0/i-18:0/a-25:0","Blood"
"hmdb:HMDB0079561","CL(i-13:0/a-17:0/i-13:0/a-25:0","Blood"
"hmdb:HMDB0082126","CL(a-13:0/a-17:0/18:2(9Z,11Z)/","Blood"
"hmdb:HMDB0090754","CL(i-14:0/a-13:0/i-14:0/18:2(9","Blood"
"hmdb:HMDB0083339","CL(i-13:0/18:2(9Z,11Z)/i-17:0/","Blood"
"hmdb:HMDB0084818","CL(a-13:0/a-13:0/i-21:0/a-13:0","Blood"
"hmdb:HMDB0074360","CL(i-13:0/i-24:0/a-13:0/i-17:0","Blood"
"hmdb:HMDB0088426","CL(i-12:0/a-17:0/i-12:0/i-22:0","Blood"
"CAS:299184-62-6","Quillaic acid 3-[galactosyl-(1","Blood"
"hmdb:HMDB0074752","CL(i-13:0/i-24:0/i-20:0/a-21:0","Blood"
"chemspider:24767549","PC(P-18:1(11Z)/18:0)","Blood"
"hmdb:HMDB0011274","PC(P-18:1(11Z)/18:0)","Blood"
"hmdb:HMDB0088176","CL(i-12:0/i-16:0/a-15:0/i-22:0","Blood"
"pubchem:10018695","8-Hydroxydesmethylclomipramine","Blood"
"wikidata:Q21099593","NA","Blood"
"chebi:63977","12S-HHT","Blood"
"pubchem:5283141","12S-HHT","Blood"
"hmdb:HMDB0083986","CL(i-13:0/i-18:0/a-25:0/i-17:0","Blood"
"chemspider:272336","8-Hydroxy-7-methylguanine","Blood"
"hmdb:HMDB0081955","CL(a-13:0/a-17:0/a-17:0/a-13:0","Blood"
"hmdb:HMDB0090540","CL(i-13:0/i-13:0/i-12:0/18:2(9","Blood"
"hmdb:HMDB0075693","CL(i-14:0/i-12:0/i-16:0/i-13:0","Blood"
"chemspider:140984","Argininic acid","Blood"
"pubchem:160437","Argininic acid","Blood"
"hmdb:HMDB0013912","2-Hydroxynevirapine","Blood"
"hmdb:HMDB0091898","CL(i-14:0/i-15:0/i-17:0/i-21:0","Blood"
"hmdb:HMDB0088364","CL(i-12:0/i-16:0/i-24:0/i-15:0","Blood"
"chebi:2181","L-Fucose","Blood"
"hmdb:HMDB0077027","CL(i-13:0/i-20:0/i-20:0/i-18:0","Blood"
"hmdb:HMDB0000174","L-Fucose","Blood"
"hmdb:HMDB0075524","CL(i-13:0/a-25:0/i-24:0/i-15:0","Blood"
"pubchem:17106","L-Fucose","Blood"
"hmdb:HMDB0081867","CL(a-13:0/a-17:0/a-15:0/a-25:0","Blood"
"hmdb:HMDB0083298","CL(i-13:0/i-18:0/a-17:0/i-17:0","Blood"
"hmdb:HMDB0087687","CL(i-12:0/i-15:0/a-17:0/a-13:0","Blood"
"hmdb:HMDB0075643","CL(i-14:0/i-12:0/i-14:0/i-15:0","Blood"
"hmdb:HMDB0082998","CL(i-13:0/i-18:0/i-14:0/i-20:0","Blood"
"chemspider:2284","Bicalutamide","Blood"
"hmdb:HMDB0077127","CL(a-13:0/i-20:0/i-22:0/a-15:0","Blood"
"hmdb:HMDB0015007","Dorzolamide","Blood"
"kegg:C06969","Dorzolamide","Blood"
"chemspider:16190","L-Fucose","Blood"
"hmdb:HMDB0074059","CL(i-13:0/i-22:0/i-19:0/a-17:0","Blood"
"hmdb:HMDB0083281","CL(a-13:0/18:2(9Z,11Z)/i-17:0/","Blood"
"hmdb:HMDB0074067","CL(a-13:0/i-22:0/i-19:0/i-20:0","Blood"
"hmdb:HMDB0079011","CL(a-13:0/i-16:0/a-17:0/i-21:0","Blood"
"hmdb:HMDB0074687","CL(a-13:0/i-24:0/i-18:0/a-25:0","Blood"
"hmdb:HMDB0083134","CL(i-13:0/18:2(9Z,11Z)/a-15:0/","Blood"
"hmdb:HMDB0075116","CL(a-13:0/a-25:0/i-15:0/a-17:0","Blood"
"hmdb:HMDB0090854","CL(i-14:0/i-13:0/i-16:0/i-16:0","Blood"
"hmdb:HMDB0089643","CL(i-12:0/a-25:0/a-15:0/a-25:0","Blood"
"hmdb:HMDB0073379","CL(i-13:0/i-21:0/i-21:0/i-19:0","Blood"
"hmdb:HMDB0089329","CL(i-12:0/i-24:0/i-16:0/a-17:0","Blood"
"hmdb:HMDB0092713","CL(i-14:0/i-17:0/i-15:0/i-13:0","Blood"
"kegg:C01620","Threonic acid","Blood"
"chebi:34939","Prostaglandin D3","Blood"
"kegg:C11262","Azacitidine","Blood"
"chebi:2038","Azacitidine","Blood"
"hmdb:HMDB0076021","CL(i-13:0/i-19:0/i-13:0/i-21:0","Blood"
"pubchem:9444","Azacitidine","Blood"
"hmdb:HMDB0085564","CL(a-13:0/i-14:0/i-19:0/i-15:0","Blood"
"hmdb:HMDB0079102","CL(i-13:0/i-16:0/i-19:0/i-12:0","Blood"
"hmdb:HMDB0077190","CL(a-13:0/i-20:0/a-25:0/i-13:0","Blood"
"hmdb:HMDB0088058","CL(i-12:0/a-15:0/a-25:0/i-18:0","Blood"
"hmdb:HMDB0013328","Pimelylcarnitine","Blood"
"pubchem:53481675","Pimelylcarnitine","Blood"
"CAS:7440-42-8","Boron","Blood"
"chemspider:3550","Alverine","Blood"
"hmdb:HMDB0092645","CL(i-14:0/i-17:0/a-13:0/i-19:0","Blood"
"chebi:90039","Histidylproline diketopiperazi","Blood"
"hmdb:HMDB0002386","Boron","Blood"
"hmdb:HMDB0088791","CL(i-12:0/a-21:0/i-22:0/i-14:0","Blood"
"CAS:53109-32-3","Histidylproline diketopiperazi","Blood"
"hmdb:HMDB0083233","CL(a-13:0/i-18:0/i-16:0/i-24:0","Blood"
"hmdb:HMDB0092716","CL(i-14:0/i-17:0/a-15:0/a-13:0","Blood"
"hmdb:HMDB0075563","CL(a-13:0/a-25:0/a-25:0/a-17:0","Blood"
"hmdb:HMDB0078363","CL(a-13:0/a-15:0/i-21:0/i-13:0","Blood"
"hmdb:HMDB0074394","CL(i-13:0/i-24:0/i-13:0/i-24:0","Blood"
"chebi:15908","L-threonic Acid","Blood"
"hmdb:HMDB0089219","CL(i-12:0/i-24:0/i-12:0/a-15:0","Blood"
"pubchem:5593","Tropicamide","Blood"
"pubchem:444031","Darifenacin","Blood"
"chebi:391960","Darifenacin","Blood"
"kegg:C15643","Dexamethasone","Blood"
"hmdb:HMDB0086082","CL(a-13:0/a-15:0/i-14:0/i-22:0","Blood"
"hmdb:HMDB0091048","CL(i-14:0/i-13:0/i-19:0/i-21:0","Blood"
"hmdb:HMDB0087470","CL(i-12:0/a-15:0/a-13:0/a-13:0","Blood"
"CAS:76-47-1","Hydrocortamate","Blood"
"hmdb:HMDB0014907","Hydrocortamate","Blood"
"pubchem:84088","Hydrocortamate","Blood"
"chebi:50851","Hydrocortamate","Blood"
"hmdb:HMDB0085581","CL(i-13:0/i-14:0/i-19:0/i-21:0","Blood"
"hmdb:HMDB0090065","CL(a-13:0/i-12:0/i-15:0/i-22:0","Blood"
"hmdb:HMDB0015551","Erythrityl Tetranitrate","Blood"
"pubchem:4762","Phenmetrazine","Blood"
"pubchem:430","N-Methylnicotinium","Blood"
"hmdb:HMDB0077550","CL(a-13:0/i-21:0/i-15:0/i-15:0","Blood"
"hmdb:HMDB0001009","N-Methylnicotinium","Blood"
"hmdb:HMDB0015311","Rescinnamine","Blood"
"pubchem:5280954","Rescinnamine","Blood"
"pubchem:53481735","PC(o-18:2(9Z,12Z)/18:2(9Z,12Z)","Blood"
"hmdb:HMDB0089079","CL(i-12:0/i-22:0/i-18:0/i-21:0","Blood"
"hmdb:HMDB0085573","CL(i-13:0/i-14:0/i-19:0/18:2(9","Blood"
"hmdb:HMDB0084355","CL(a-13:0/i-13:0/i-16:0/i-21:0","Blood"
"hmdb:HMDB0012381","PS(18:0/18:3(9Z,12Z,15Z))","Blood"
"hmdb:HMDB0082351","CL(a-13:0/i-17:0/i-20:0/i-19:0","Blood"
"hmdb:HMDB0090704","CL(i-14:0/a-13:0/a-13:0/18:2(9","Blood"
"hmdb:HMDB0078008","CL(a-13:0/a-15:0/a-17:0/i-19:0","Blood"
"hmdb:HMDB0089684","CL(i-12:0/a-25:0/a-17:0/i-19:0","Blood"
"hmdb:HMDB0036958","Quillaic acid 3-[galactosyl-(1","Blood"
"CAS:299184-64-8","Quillaic acid 3-[galactosyl-(1","Blood"
"hmdb:HMDB0080303","CL(i-12:0/a-17:0/i-24:0/i-12:0","Blood"
"hmdb:HMDB0091004","CL(i-14:0/i-13:0/i-18:0/i-21:0","Blood"
"hmdb:HMDB0089862","CL(a-13:0/i-12:0/i-12:0/i-13:0","Blood"
"hmdb:HMDB0076444","CL(a-13:0/i-19:0/a-21:0/i-19:0","Blood"
"pubchem:53480767","PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,","Blood"
"hmdb:HMDB0014493","Clobazam","Blood"
"hmdb:HMDB0080259","CL(i-12:0/i-17:0/a-21:0/i-24:0","Blood"
"hmdb:HMDB0075405","CL(a-13:0/a-25:0/i-20:0/a-25:0","Blood"
"hmdb:HMDB0091837","CL(i-14:0/i-15:0/i-16:0/i-21:0","Blood"
"hmdb:HMDB0075787","CL(i-14:0/i-12:0/i-19:0/a-15:0","Blood"
"kegg:C06911","Cisplatin","Blood"
"hmdb:HMDB0083789","CL(i-13:0/i-18:0/i-21:0/i-22:0","Blood"
"hmdb:HMDB0014038","N-Deisopropyl-fluvastatin","Blood"
"hmdb:HMDB0085282","CL(i-13:0/i-14:0/i-14:0/i-17:0","Blood"
"hmdb:HMDB0078608","CL(i-13:0/i-15:0/i-24:0/i-19:0","Blood"
"hmdb:HMDB0076107","CL(i-13:0/i-19:0/a-15:0/i-17:0","Blood"
"hmdb:HMDB0092342","CL(i-14:0/i-16:0/i-15:0/i-22:0","Blood"
"hmdb:HMDB0084912","CL(a-13:0/i-13:0/i-21:0/i-21:0","Blood"
"pubchem:3033767","3-Hydroxytamoxifen (Droloxifen","Blood"
"chebi:106288","3-Hydroxytamoxifen (Droloxifen","Blood"
"hmdb:HMDB0077732","CL(i-13:0/a-21:0/i-17:0/i-12:0","Blood"
"hmdb:HMDB0013868","3-Hydroxytamoxifen (Droloxifen","Blood"
"chemspider:97034","(-)-Epicatechin 3-O-gallate","Blood"
"pubchem:107905","(-)-Epicatechin 3-O-gallate","Blood"
"CAS:1257-08-5","(-)-Epicatechin 3-O-gallate","Blood"
"pubchem:53481619","Valerylcarnitine","Blood"
"hmdb:HMDB0089746","CL(i-12:0/a-25:0/i-19:0/a-21:0","Blood"
"hmdb:HMDB0083859","CL(i-13:0/i-18:0/i-22:0/i-20:0","Blood"
"hmdb:HMDB0090381","CL(a-13:0/i-12:0/a-21:0/a-21:0","Blood"
"hmdb:HMDB0075351","CL(i-13:0/a-25:0/i-19:0/i-17:0","Blood"
"hmdb:HMDB0089707","CL(i-12:0/a-25:0/i-18:0/a-15:0","Blood"
"hmdb:HMDB0083478","CL(a-13:0/18:2(9Z,11Z)/i-18:0/","Blood"
"hmdb:HMDB0073873","CL(a-13:0/i-22:0/i-16:0/i-15:0","Blood"
"hmdb:HMDB0090696","CL(i-14:0/a-13:0/a-13:0/i-17:0","Blood"
"hmdb:HMDB0085131","CL(i-13:0/a-13:0/a-25:0/i-18:0","Blood"
"hmdb:HMDB0072935","CL(i-13:0/a-21:0/i-17:0/18:2(9","Blood"
"pubchem:6022","ADP","Blood"
"hmdb:HMDB0091649","CL(i-14:0/a-15:0/a-13:0/a-15:0","Blood"
"hmdb:HMDB0084690","CL(i-13:0/a-13:0/i-19:0/i-17:0","Blood"
"chebi:32260","Trilostane","Blood"
"chemspider:24766055","DG(18:3(9Z,12Z,15Z)/18:1(9Z)/0","Blood"
"pubchem:53478147","DG(18:3(9Z,12Z,15Z)/18:1(9Z)/0","Blood"
"hmdb:HMDB0086249","CL(i-12:0/i-12:0/i-16:0/a-15:0","Blood"
"pubchem:5509","Tolmetin","Blood"
"hmdb:HMDB0081655","CL(i-12:0/i-20:0/a-25:0/i-17:0","Blood"
"hmdb:HMDB0092367","CL(i-14:0/i-16:0/a-17:0/i-12:0","Blood"
"chemspider:116397","Thyroxine sulfate","Blood"
"hmdb:HMDB0002728","Thyroxine sulfate","Blood"
"hmdb:HMDB0078835","CL(a-13:0/i-16:0/i-14:0/18:2(9","Blood"
"hmdb:HMDB0092854","CL(i-14:0/a-17:0/i-16:0/i-22:0","Blood"
"hmdb:HMDB0085654","CL(a-13:0/i-14:0/i-21:0/i-16:0","Blood"
"hmdb:HMDB0084665","CL(a-13:0/a-13:0/i-19:0/a-13:0","Blood"
"kegg:C14151","Delta-Tocopherol","Blood"
"hmdb:HMDB0079913","CL(i-12:0/a-17:0/a-15:0/18:2(9","Blood"
"chebi:27838","N1-Methyl-4-pyridone-3-carboxa","Blood"
"hmdb:HMDB0092187","CL(i-14:0/a-15:0/i-24:0/18:2(9","Blood"
"hmdb:HMDB0088828","CL(i-12:0/a-21:0/i-24:0/a-15:0","Blood"
"hmdb:HMDB0074397","CL(a-13:0/i-24:0/i-13:0/i-24:0","Blood"
"hmdb:HMDB0001068","D-Sedoheptulose 7-phosphate","Blood"
"hmdb:HMDB0012412","PS(18:3(9Z,12Z,15Z)/18:1(9Z))","Blood"
"hmdb:HMDB0073548","CL(a-13:0/a-21:0/i-24:0/18:2(9","Blood"
